PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Espesor (mm),Longitud (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1121285,,HR00125,HOT RODS,HOTRO CRANKSHAFT,Cigüeñales HOT RODS,547.11,452.16,293.90,HR00125,2,8714109090,0,1,"<p><strong>ESPECIFICACIONES</strong></p>
<ul>
<li>Conjunto completo de cig&uuml;e&ntilde;al de recambio OEM</li>
<li>Ajustado y equilibrado en f&aacute;brica</li>
<li>Desplazamiento final determinado por la aplicaci&oacute;n</li>
<li>Listo para instalar</li>
<li>Tipo de motor 2-Ciclos</li>
<li>Servicio pesado FALSO</li>
<li>Incluye eje de biela</li>
<li>Tipo Est&aacute;ndar</li>
</ul>","
ESPECIFICACIONES

Conjunto completo de cigüeñal de recambio OEM
Ajustado y equilibrado en fábrica
Desplazamiento final determinado por la aplicación
Listo para instalar
Tipo de motor 2-Ciclos
Servicio pesado FALSO
Incluye eje de biela
Tipo Estándar
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,9450,3986,276,214,160,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121285-1.jpg?context=bWFzdGVyfHJvb3R8NTkzODJ8aW1hZ2UvanBlZ3xhR0V3TDJneE9TODNPVGt5TkRZMk56TXhPRE13TWk4NE1EQlhlRGd3TUVoZk1URXlNVEk0TlMweExtcHdad3w2YjY4MzViMzQwNzRmNDYxMzgyODI4MmI4MjU5OTI1MDI4ZjdhZDBhNDk5NTc1MjU1NDY3N2EzMTE5ZDA1NmVi,https://api.mybihr.com/medias/800Wx800H-1121285-2.jpg?context=bWFzdGVyfHJvb3R8MzkwNTR8aW1hZ2UvanBlZ3xhREppTDJnMVppODNPVGt5T1RrME16SXlPRFEwTmk4NE1EQlhlRGd3TUVoZk1URXlNVEk0TlMweUxtcHdad3w1NWFhMzliZGIxODc0ODZkNmJiNTc3N2VmOTc1NTZhMjA0YTI1YWJjMGMzZGQ5MzBhMzYyNTViZGZlMTYwMjk3,https://api.mybihr.com/medias/800Wx800H-1121285-4.jpg?context=bWFzdGVyfHJvb3R8MTIxOTEyfGltYWdlL2pwZWd8YURoaEwyZzFNUzgzT1RreU9UazBNell5TVRZMk1pODRNREJYZURnd01FaGZNVEV5TVRJNE5TMDBMbXB3Wnd8MmNkNzQ3N2U3MzhmMzBlMmJiOTY0YzY0NGUwYjMyMDNhMmE1YzdmNzA5OGFhOGM2NTk2OTY0MTE5MTc5M2VkOQ,https://api.mybihr.com/medias/800Wx800H-1121285-3.gif?context=bWFzdGVyfHJvb3R8MTkxODg1MHxpbWFnZS9naWZ8YURWaEwyZzFPQzgzT1RreU9UazBNelF5TlRBMU5DODRNREJYZURnd01FaGZNVEV5TVRJNE5TMHpMbWRwWmd8ZjQ2NWU5ZDAzNzgyOTU5YmZkZjU1NTdkMDVjMzgzZTQxNGYyZThhMjYyOWMwYWE2YmQ3OTI0ZjY3NzFhYjliYw,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007084,46720,4105,HOT RODS,HOTRO CRANKSHAFT STANDARD,Cigüeñal Hot Rods 4105,447.64,369.95,240.47,4105,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,10495,3024,218,290,166,,,,,,,,https://api.mybihr.com/medias/1007084-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzIyNTF8aW1hZ2UvanBlZ3xhR1ppTDJobE55OHhOVFF4TkRRMk5EZ3pPVGN4TUM4eE1EQTNNRGcwTFRGZk9EQXdWM2c0TURCSXxlZDkzZjBlOGFjNjEzNTU2ZTc4NzE0NTdhOGU1ZDg0OGZlNzdlMWMyYjRjNzlhYjEzNzY2ZTNlYzgzMmIyNjRl,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1117568,,HR00102,HOT RODS,HOTRO  OIL SEAL & BEARING KIT,Kit de rodamientos y retenes de cabeza de biela HOT RODS - Outlander,196.40,162.31,105.50,HR00102,0,8714109090,0,1,"<ul>
<li>Una alternativa de calidad a los costosos rodamientos y retenes OEM</li>
<li>Kit de rodamientos y juntas de recambio para el cig&uuml;e&ntilde;al</li>
</ul>","
Una alternativa de calidad a los costosos rodamientos y retenes OEM
Kit de rodamientos y juntas de recambio para el cigüeñal
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,438,175,114,96,40,,,,,,,,https://api.mybihr.com/medias/1117568-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE2MTZ8aW1hZ2UvanBlZ3xhRFUxTDJoa1l5OHlOalU1TkRnek5qTTRNVGN5Tmk4eE1URTNOVFk0TFRGZk9EQXdWM2c0TURCSXxlNmY3ZTVhZWYzOTRlMWU3MDIzYTJjYWI4MDRmNmVmNGQ3M2I0YTBjM2Y1ZjdhY2NmZGU0YzRiZGRkYTgyY2U0,https://api.mybihr.com/medias/1117568-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjAyODI0fGltYWdlL2pwZWd8YUdVekwyaGxPUzh5TmpVNU5EZ3pOamMzTkRrME1pOHhNVEUzTlRZNExUSmZPREF3VjNnNE1EQkl8MTI2MzQ0ZjMxMWE3NmVjODRiMzNlMzc5N2E5MDdlYTY2OWZmMzQyY2ViZTk2Y2Y1N2RiZTY5YWQ4NmYxMDU1NQ,https://api.mybihr.com/medias/1117568-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTgwODM3fGltYWdlL2pwZWd8YUdVekwyaGpNQzh5TmpVNU5EZ3pOekUyT0RFMU9DOHhNVEUzTlRZNExUTmZPREF3VjNnNE1EQkl8Zjg0OGZhNjBjMzliMDg2ZmU2ODU2NjA2Y2M3MjgxYjllMmUxYjBjZmIxYmVhNDM1MzI3MTg5OTRjYzc3ZWU0Yg,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1117570,,K242,HOT RODS,HOTRO  OIL SEAL & BEARING KIT,Kit de rodamientos y retenes de cigüeñal HOT RODS,151.14,124.91,81.19,K242,0,8714109090,0,1,"<ul>
<li>Una alternativa de calidad a los costosos rodamientos y retenes OEM</li>
<li>Kit de rodamientos y juntas de recambio para el cig&uuml;e&ntilde;al</li>
</ul>","
Una alternativa de calidad a los costosos rodamientos y retenes OEM
Kit de rodamientos y juntas de recambio para el cigüeñal
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,722,192,110,101,65,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1117570-1.jpg?context=bWFzdGVyfHJvb3R8MzI2Mjl8aW1hZ2UvanBlZ3xhREJrTDJnMVlpODVPRGd5TkRReU16Z3dNRGcyTWk4NE1EQlhlRGd3TUVoZk1URXhOelUzTUMweExtcHdad3xmODE1YWQzNjFmYTRiMjMyYTZmZTE2ZGQzNWQxMzM4OWE4NGMyYzhkMmRkYzZiNmVmYWVkYmYxNDk2NWY3YzM4,https://api.mybihr.com/medias/1117570-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDc4NTh8aW1hZ2UvanBlZ3xhR1JpTDJnME1pOHlOalU1TkRnek9EYzBNVEF5TWk4eE1URTNOVGN3TFRKZk9EQXdWM2c0TURCSXwwZTk2OTQwN2E1ZTU5OGJjM2QyODRjNmE4ZTYxN2M2OGY2ZmJhMGQxZDNjYjIzYmU4NzdlODlkMDgyNGZlMzI3,https://api.mybihr.com/medias/1117570-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjcyNTF8aW1hZ2UvanBlZ3xhREJpTDJneE15OHlOalU1TkRnek9URTVPVGMzTkM4eE1URTNOVGN3TFROZk9EQXdWM2c0TURCSXwxNjVkMjAwMGVlZmM5ZDEyZGZiMDFkMWJhZTRlNTRhNDA5OWFjYzk2YjY3MDk4Y2FhYmRkYzIyM2RiZGE1N2I5,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007123,93455,8713,HOT RODS,HOTRO CONNEC ROD KIT,"Kit biela de cigüeñal HOT RODS ",204.62,169.11,109.92,8713,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,700,840,85,196,42,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1007123-1.jpg?context=bWFzdGVyfHJvb3R8MjI5NzB8aW1hZ2UvanBlZ3xhRE0xTDJneE5TODVPRGd5TkRNNE9EUTNOamsxT0M4NE1EQlhlRGd3TUVoZk1UQXdOekV5TXkweExtcHdad3w2N2Y3NmEyMTc4YzRhNDAxMzIyZGEzOTgzZDY5OGRmOTY5YzIxY2JjZWJiYzViM2M2N2YwNGFmODIxNzIyYTM0,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007098,46740,4178,HOT RODS,HOTRO CRANKSHAFT STANDARD,Cigüeñal Hot Rods 4178,686.35,567.23,368.70,4178,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,16160,7330,224,417,173,,,,,,,,https://api.mybihr.com/medias/1007098-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc3OTR8aW1hZ2UvanBlZ3xhR00yTDJoaU15OHhOVFF4TkRVd016STBNemd3Tmk4eE1EQTNNRGs0TFRGZk9EQXdWM2c0TURCSXxlZGQxODUyMWQ5OTg0NzJmYzVmODk3YWE2YTgzOTg5MjQ2MjJiMDQwYWIxOGI3NTEyZGQ2ZWNiNGFjZTMzM2Fk,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007085,46721,4107,HOT RODS,HOTRO CRANKSHAFT STANDARD,Cigüeñal Hot Rods 4107,574.15,474.50,308.43,8430525467217,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,9413,3718,163,275,210,,,,,,,,https://api.mybihr.com/medias/1007085-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTcwNDV8aW1hZ2UvanBlZ3xhRGRoTDJneFppOHhOVFF4TkRVd01USTNOemN5Tmk4eE1EQTNNRGcxTFRGZk9EQXdWM2c0TURCSXwzYjg2MjQ5M2JmMzM0ZDI2NmE1NDAyMDY0ZjAwMmE4MDI0NDdhMWY1YjBjNWVkMzAyODg3ZDFmMTUyYWRjNmE2,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1150058,,8715,HOT RODS,HOTRO CONNECTING ROD KIT,Kit biela de cigüeñal HOT RODS,341.41,282.16,183.40,8715,3,8714109090,0,1,"<p>Kit de biela vendido completo con biela, muñón de cigüeñal, rodamiento de muñón, rodamiento de cabeza de biela y arandelas de empuje (cuando corresponda). Reconstruye cigüeñales Hot Rods y OEM.</p>
<ul>
	<li><strong>Diámetro interior pie de biela:</strong> 43 mm</li>
	<li><strong>Ancho pie de biela:</strong> 22 mm</li>
	<li><strong>Distancia entre centros de biela:</strong> 127,500 mm</li>
	<li><strong>Diámetro interior cabeza de biela:</strong> 23 mm</li>
	<li><strong>Ancho cabeza de biela:</strong> 22 mm</li>
	<li><strong>Tipo de motor:</strong> 4 tiempos</li>
	<li><strong>Incluye:</strong> Biela, muñón de cigüeñal y rodamiento de muñón</li>
	<li><strong>Longitud del muñón:</strong> 71 mm</li>
</ul>
","
Kit de biela vendido completo con biela, muñón de cigüeñal, rodamiento de muñón, rodamiento de cabeza de biela y arandelas de empuje (cuando corresponda). Reconstruye cigüeñales Hot Rods y OEM.

	Diámetro interior pie de biela: 43 mm
	Ancho pie de biela: 22 mm
	Distancia entre centros de biela: 127,500 mm
	Diámetro interior cabeza de biela: 23 mm
	Ancho cabeza de biela: 22 mm
	Tipo de motor: 4 tiempos
	Incluye: Biela, muñón de cigüeñal y rodamiento de muñón
	Longitud del muñón: 71 mm

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,745,890,197,88,43,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1150058-1.jpg?context=bWFzdGVyfHJvb3R8NTA1MjZ8aW1hZ2UvanBlZ3xhRE5sTDJnNE1DODVOelV4TlRnME1Ua3hNamcyTWk4NE1EQlhlRGd3TUVoZk1URTFNREExT0MweExtcHdad3w2MjU2MThhOWU4MjQ5NGJlNDQ1NThiYjgxNWRiMzAyYjg5NTA4ZjRkNzE2MTYwMWNhOTE0Yzc2MTRlY2Y0Yjc3,https://api.mybihr.com/medias/800Wx800H-1150058-2.jpg?context=bWFzdGVyfHJvb3R8NTA5NTF8aW1hZ2UvanBlZ3xhRGMzTDJoa05TODVOelV4TlRnME1qTXdOakEzT0M4NE1EQlhlRGd3TUVoZk1URTFNREExT0MweUxtcHdad3w4OTI5ODBjYzI4NmNlODQ0OGQyZGRlNjJjZmYwMGY4MDA1OTVmMmI5MTAwOGQ3YWM1ZjI2Mzg1MzExODdiMzIy,https://api.mybihr.com/medias/800Wx800H-1150058-3.jpg?context=bWFzdGVyfHJvb3R8NDE4MDN8aW1hZ2UvanBlZ3xhR0kxTDJobE1DODVOelV4TlRnME1qWTVPVEk1TkM4NE1EQlhlRGd3TUVoZk1URTFNREExT0MwekxtcHdad3w2ZWZhYzFiNjQ4YTgwMDY2OGIxOGI0NGFhYjA1ZTdkOWQxODI1N2QzNjVjMGI1MTEyYTNhNDAwOTIzYWMyNDA3,https://api.mybihr.com/medias/800Wx800H-1150058-4.jpg?context=bWFzdGVyfHJvb3R8NDMwNjd8aW1hZ2UvanBlZ3xhR1psTDJoak9TODVOelV4TlRnME16QTVNalV4TUM4NE1EQlhlRGd3TUVoZk1URTFNREExT0MwMExtcHdad3wxMmIyOTkxODg3M2U4ZjEyNmE2ZWVlMzdlNzdiYWZhNGMxNWMwZWViZWI0MTc0Yzc5MTgwMTQ0Nzg4OGE5YjU3,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1152838,,CBK0090,HOT RODS,HOTRO BOTTOM END KIT,Kit completo de cigüeñal HOT RODS,517.29,427.51,277.88,8-CBK0090,3,8714109090,0,1,"<p>Contenido:</p>
<ul>
<li>Cig&uuml;e&ntilde;al</li>
<li>Juego de juntas</li>
<li>Juego de retenes</li>
<li>Rodamiento principal</li>
<li>Juego de Retenes</li>
</ul>","
Contenido:

Cigüeñal
Juego de juntas
Juego de retenes
Rodamiento principal
Juego de Retenes
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,27689,3939,454,316,193,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1152838-1.jpg?context=bWFzdGVyfHJvb3R8OTE5NTl8aW1hZ2UvanBlZ3xhRFV5TDJobU9DOHhNREV4Tnpnek9EUTNNVEUzTVRBdk9EQXdWM2c0TURCSVh6RXhOVEk0TXpndE1TNXFjR2N8YzQ0M2MyNDk2MmRjZThiYTQ0MGU1YTcwODYxOTAyZjIyZWIxMGJlMTFiZjM5YWI2ZDk5NWE4OGI3Yjc3ZDAzMA,https://api.mybihr.com/medias/800Wx800H-1152838-2.jpg?context=bWFzdGVyfHJvb3R8NTk2MzF8aW1hZ2UvanBlZ3xhRGMwTDJoaU1pOHhNREV4Tnpnek9EVXhNRFE1TWpZdk9EQXdWM2c0TURCSVh6RXhOVEk0TXpndE1pNXFjR2N8NWNlOTVkMTBlOWNjNWFmMWFkODEyZWY3NTM2ZDc0NjFkODYwZTc4ZjJkNjNmYmMwZWY2N2ZlYjIxZTY3MmY0Zg,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1152839,,4430,HOT RODS,HOTRO CRANKSHAFT COMPLETE,Cigüeñal HOT RODS,1349.34,1115.16,724.85,4430,2,8714109090,0,1,"<p>Hot Rods high-performance crankshafts are assembled and balanced with great precision, to guarantee you optimal performance and reliability.</p><ul><li>Complete crankshaft</li><li>Connecting rods, crank pins and Hot Rods reinforced needle roller cages</li><li>Excellent thermal resistance and physical properties for the assembly</li><li>Recommended for racing or intensive use</li><li>Shipped assembled – Ready to fit<br></li></ul>","
Hot Rods high-performance crankshafts are assembled and balanced with great precision, to guarantee you optimal performance and reliability.Complete crankshaftConnecting rods, crank pins and Hot Rods reinforced needle roller cagesExcellent thermal resistance and physical properties for the assemblyRecommended for racing or intensive useShipped assembled – Ready to fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,22141,9730,459,271,178,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1152839-1.jpg?context=bWFzdGVyfHJvb3R8NDkwNjB8aW1hZ2UvanBlZ3xhRGM1TDJnNU5TOHhNREV4Tnpnek9ETTVNalV5Tnpndk9EQXdWM2c0TURCSVh6RXhOVEk0TXprdE1TNXFjR2N8ZWJiNTRlOWZiNjE5ZjRmNjYwY2EyMDA0MzkyOWUzMDJmZTQ5NTdmOGJjZGQzZDgxYWE1MjhhYjIyMDU4NGQzNQ,https://api.mybihr.com/medias/800Wx800H-1152839-2.jpg?context=bWFzdGVyfHJvb3R8NDcyMTZ8aW1hZ2UvanBlZ3xhR0l5TDJobFlTOHhNREV4Tnpnek9EUXpNVGcwT1RRdk9EQXdWM2c0TURCSVh6RXhOVEk0TXprdE1pNXFjR2N8MzEzZjY1ODc3NmZlYzgyYTliZWNlMmFlMTJlMDhiM2M0MTgyOGNkM2E4OWIwN2EyMzIzM2Y1ZjU0NWJiYmY3OA,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1152837,,HR00026,HOT RODS,HOTRO CRANKSHAFT COMPLETE,Cigüeñal HOT RODS,1500.53,1240.11,806.07,HR00026,2,8714109090,0,1,"<p>Hot Rods high-performance crankshafts are assembled and balanced with great precision, to guarantee you optimal performance and reliability.</p><ul><li>Complete crankshaft</li><li>Connecting rods, crank pins and Hot Rods reinforced needle roller cages</li><li>Excellent thermal resistance and physical properties for the assembly</li><li>Recommended for racing or intensive use</li><li>Shipped assembled – Ready to fit<br></li></ul>","
Hot Rods high-performance crankshafts are assembled and balanced with great precision, to guarantee you optimal performance and reliability.Complete crankshaftConnecting rods, crank pins and Hot Rods reinforced needle roller cagesExcellent thermal resistance and physical properties for the assemblyRecommended for racing or intensive useShipped assembled – Ready to fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,22190,9789,460,268,180,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1152837-1.jpg?context=bWFzdGVyfHJvb3R8NDMzMjZ8aW1hZ2UvanBlZ3xhRGcwTDJneE55OHhNREV4Tnpnek9ESXpOVEkwTVRRdk9EQXdWM2c0TURCSVh6RXhOVEk0TXpjdE1TNXFjR2N8NDk1NGFjY2Q5ZDk1NzA4NTYxZGI4NjUzYTg5ZjllNjg2N2Y4OTZiYzAxMTE5MDI5ZDI5YWVjZmE2NzU5ZmM3OA,https://api.mybihr.com/medias/800Wx800H-1152837-2.jpg?context=bWFzdGVyfHJvb3R8MTU1MzM1fGltYWdlL2pwZWd8YURFeEwyZ3lOUzh4TURFeE56Z3pPREkzTkRVMk16QXZPREF3VjNnNE1EQklYekV4TlRJNE16Y3RNaTVxY0djfGRmNDU4NDhiN2IxODlmYzM0ZTcwNjQ4YjAzZDgwMzNmNjlhMmJmMDVjZmY2ZmI0MzA1N2FjMjhmM2U1YTNkYjk,https://api.mybihr.com/medias/800Wx800H-1152837-3.jpg?context=bWFzdGVyfHJvb3R8NDAxNjB8aW1hZ2UvanBlZ3xhRFJoTDJnM1lTOHhNREV4Tnpnek9ETXhNemc0TkRZdk9EQXdWM2c0TURCSVh6RXhOVEk0TXpjdE15NXFjR2N8ZTg5N2E1YjdlOTEwN2EwZmRlMDcxMTE0OWUxMGVlZTQ1ZmRmZjVkMWI5MWFmZTRlZjJjOTQ1NmM4Nzc4YjBmZg,https://api.mybihr.com/medias/800Wx800H-1152837-5.jpg?context=bWFzdGVyfHJvb3R8MTczMzY1fGltYWdlL2pwZWd8YUdWaUwyZzROeTh4TURFeE56Z3pPRE0xTXpJd05qSXZPREF3VjNnNE1EQklYekV4TlRJNE16Y3ROUzVxY0djfDg0NzE3OTE4ZmQ5MzE4ZDgzY2U0NThhNGU2YTRiNzZiY2NlZDNlZjUwMmFmYzBjNzllZWYwOGU1YWFhYjk5Zjk,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1154983,,HR00144,HOT RODS,HOTRO CRANKSHAFT COMPLETE,HOT RODS OEM Crankshaft,761.04,628.96,408.82,714205088601,0,8714109090,0,1,"<p>El cigüeñal HR00144 es un componente de ingeniería de precisión para motores de 4 tiempos hasta 700 cc. Garantiza un funcionamiento fluido y una transmisión de potencia fiable.</p>
<p>Con una carrera de 85 mm y un juego lateral de biela de 0,25 mm, asegura una alineación precisa y un desgaste reducido. Ideal para reparaciones o sustitución de componentes de motor desgastados.</p>
<p><strong>Datos técnicos</strong></p>
<ul>
	<li>Tipo de motor: 4 tiempos</li>
	<li>Cilindrada: hasta 700 cc</li>
	<li>Carrera: 85 mm</li>
	<li>Juego lateral de biela: 0,25 mm</li>
</ul>

<p><strong>Contenido del paquete</strong></p>

<ul>
	<li>Cigüeñal</li>
	<li>Biela</li>
</ul>

<p><strong>Nota:</strong> Versión estándar (no reforzada)</p>","
El cigüeñal HR00144 es un componente de ingeniería de precisión para motores de 4 tiempos hasta 700 cc. Garantiza un funcionamiento fluido y una transmisión de potencia fiable.

Con una carrera de 85 mm y un juego lateral de biela de 0,25 mm, asegura una alineación precisa y un desgaste reducido. Ideal para reparaciones o sustitución de componentes de motor desgastados.

Datos técnicos

	Tipo de motor: 4 tiempos
	Cilindrada: hasta 700 cc
	Carrera: 85 mm
	Juego lateral de biela: 0,25 mm



Contenido del paquete


	Cigüeñal
	Biela



Nota: Versión estándar (no reforzada)",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,1,1,10,10,10,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1154983-1.jpg?context=bWFzdGVyfHJvb3R8NDg0Mjl8aW1hZ2UvanBlZ3xhR1ZtTDJobU9DOHhNREkzTlRFMU9ESTVOemd3Tnpndk9EQXdWM2c0TURCSVh6RXhOVFE1T0RNdE1TNXFjR2N8ZGU4MWY5YzYyYzk2YThmNmM5YjFhZDgxNzRlOGFhMDU0ZDc0MGI5OGY4NmJmMDhlNTk2MzBhOTdiOGU0YmIyYg,https://api.mybihr.com/medias/800Wx800H-1154983-2.jpg?context=bWFzdGVyfHJvb3R8Mjg0NzV8aW1hZ2UvanBlZ3xhR0V6TDJoaE15OHhNREkzTlRFMU9ETXpOekV5T1RRdk9EQXdWM2c0TURCSVh6RXhOVFE1T0RNdE1pNXFjR2N8MjA0NDZjM2U3Yzg2MGQwZmNhZDMxN2Y2N2FhODE2MTUzZjI5MmRkZjZmYTY3NDFhNmU4NTFkZTNjNDM3MzFiNQ,https://api.mybihr.com/medias/800Wx800H-1154983-3.jpg?context=bWFzdGVyfHJvb3R8NDIxODN8aW1hZ2UvanBlZ3xhREUxTDJnNU5pOHhNREkzTlRFMU9ETTNOalExTVRBdk9EQXdWM2c0TURCSVh6RXhOVFE1T0RNdE15NXFjR2N8NzVjMWRhMGJmOWNiZmI1Njc0YzA1NTM0NmU3MjBmMzBmYjllMWQ2MTRkZDQ2M2QyMzQzNzI3NjBmYWU0OGYzYg,https://api.mybihr.com/medias/800Wx800H-1154983-4.jpg?context=bWFzdGVyfHJvb3R8NDY3NDF8aW1hZ2UvanBlZ3xhR1JqTDJnME1DOHhNREkzTlRFMU9EUXhOVGMzTWpZdk9EQXdWM2c0TURCSVh6RXhOVFE1T0RNdE5DNXFjR2N8NjliODhjMjhlNjJmNWJiYWViZWRhOGY3ZWQ5ZDc2YTc5MWQyMDZlZWNjNmJlNDRlMmUwODVjZmM2ODFkNDJkZA,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019091,,OSK0008,HOT RODS,HOTRO REPAIR KIT COUNTERSHAFT,Kit de reparacion piñon de salida HOT RODS KTM SX65 / 60,40.06,33.11,21.52,OSK0008,0,8714109090,0,1,<p>Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.</p><ul><li>Kit includes oil seal – O-rings – washer – ring</li><li>The contents of the kit vary according to the application</li><li>Parts manufactured from quality materials and machined with great precision</li><li>Equivalent reliability to the original fit<br></li></ul>,"
Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.Kit includes oil seal – O-rings – washer – ringThe contents of the kit vary according to the applicationParts manufactured from quality materials and machined with great precisionEquivalent reliability to the original fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,288,48,118,111,22,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019091-1.jpg?context=bWFzdGVyfHJvb3R8MTc2NzF8aW1hZ2UvanBlZ3xhREkyTDJnMFppODVPRGd5TkRRd056STROVGM1TUM4NE1EQlhlRGd3TUVoZk1UQXhPVEE1TVMweExtcHdad3wxMDM2MDRiOTRjM2ViOWJkNDkxMGQwMmNmM2Q0NTQ1NGMyZmIzZmNiYmViYTAyNjA2MDYwZWFmMTE5MTBmODVj,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019103,,OSK0050,HOT RODS,HOTRO REPAIR KIT COUNTERSHAFT,Kit de reparacion piñon de salida HOT RODS Suzuki RM-Z450,41.09,33.96,22.07,OSK0050,0,8714109090,0,1,<p>Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.</p><ul><li>Kit includes oil seal – O-rings – washer – ring</li><li>The contents of the kit vary according to the application</li><li>Parts manufactured from quality materials and machined with great precision</li><li>Equivalent reliability to the original fit<br></li></ul>,"
Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.Kit includes oil seal – O-rings – washer – ringThe contents of the kit vary according to the applicationParts manufactured from quality materials and machined with great precisionEquivalent reliability to the original fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,88,44,115,109,7,,,,,,,,https://api.mybihr.com/medias/1019103-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE3NzB8aW1hZ2UvanBlZ3xhRGhrTDJnM09DODRPVEkwTURZeE1UTTRPVGMwTHpFd01Ua3hNRE10TVY4NE1EQlhlRGd3TUVnfGE5ODk2ZWZkNDk4NmI0YjA0YzM5Yzg5Yzg0OTI1NzBiNThmY2JkZDMxNjQxZDhhM2Y5MmZlZTk4YjczOWI5Mjc,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
