PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Capacidad (Ah),Longitud (cm),Longitud (mm),Longitud de rosca,Número de puntos,Peso (g),Peso (kg),Tamaño de accionamiento cuadrado,Tipo de toma,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1102696,890737,75.14,FACOM,FACOM ANGLED SOCKET WRENCH 14MM,Llaves de pipa FACOM OGV 14mm -  6caras,17.35,14.34,11.47,75.14,1,8204110000,0,1,"Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas","Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas",TOOLING & WS,TOOLING,TOOLING GENERAL,,186,205,165,45,25,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102696-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjB8aW1hZ2UvanBlZ3xhR1JqTDJnd015ODVOakV6TmpZek5qWTJNakEyTHpFeE1ESTJPVFl0TVY4NE1EQlhlRGd3TUVnfDdmYTFkYzU5OWJhY2Q0MDIzMzFmMjM3Nzg0MDMzNzgxYjQ5Y2MwOGU2ODVkMGU4N2U0MDJmNzkzMjEwZjM4OGI,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102699,891890,467B.10,FACOM,FACOM RAT. COMBIN. WRENCH 10MM,Llaves mixta con carraca FACOM  serie 467 10mm,30.95,25.58,20.46,467B.10,2,8204110000,0,1,"Llave mixta con trinquete, serie 467B. Mecanismo con trinquete compacto y reversible por palanca.�			Acabado en cromo satinado �ngulo de recuperaci�n de 5� Cabeza y horquilla inclinadas a 15�","Llave mixta con trinquete, serie 467B. Mecanismo con trinquete compacto y reversible por palanca.�			Acabado en cromo satinado �ngulo de recuperaci�n de 5� Cabeza y horquilla inclinadas a 15�",TOOLING & WS,TOOLING,TOOLING GENERAL,,127,56,203,52,12,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102699-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk3MzN8aW1hZ2UvanBlZ3xhRGd3TDJnMllpODVOak15TnpreU5qQTROems0THpFeE1ESTJPVGt0TVY4NE1EQlhlRGd3TUVnfGVjMzQ0YjUyZDVhMmVmMjhkZjNkYmMyOGQ0OTUwYjNmYzlhMDUxMmFkOTUxOTcwZjIzNDQ4Y2MwNzhlNDZmYmQ,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102700,891219,440.15,FACOM,FACOM CLE MIXTE OGV 15 MM,Llaves mixta FACOM OGV Serie 440 15mm,12.25,10.12,8.10,3148517680289,2,8204110000,0,1,"Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�			Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15�		�","Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�			Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15�		�",TOOLING & WS,TOOLING,TOOLING GENERAL,,192,103,236,58,14,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102702,893041,R.14,FACOM,FACOM SOCKET 1/4 - 14 MM 6 POINT,Vasos FACOM OGV 1/4'' 14mm - 6caras,6.12,5.06,4.05,3148510506401,1,8204200000,0,1,"Vasos de 1/4"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante. Longitud: 22 mm","Vasos de 1/4"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante. Longitud: 22 mm",TOOLING & WS,TOOLING,TOOLING GENERAL,,4,26,32,34,4,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102702-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc3NzN8aW1hZ2UvanBlZ3xhR1kyTDJnd1lTODVOak15Tnprek16azFNak13THpFeE1ESTNNREl0TVY4NE1EQlhlRGd3TUVnfDAxMDMyNTExZDA1ODEwOTIzMDM1MDExODAxNjY0ODRhZmEzOTUzNGNhNmExYzE1MzcyYTZjYTI2OGQ4YzcwYzk,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102706,890380,K.41HB,FACOM,FACOM SOCKET 3/4 41MM 6 POINTS,Vasos FACOM OGV 3/4'' 41mm - 6caras,42.77,35.35,28.28,K.41HB,2,8204200000,0,1,"Vasos de 3/4"", perfil OGV�, 6 caras m�tricas.�Bloqueo y liberaci�n r�pidos Acabado en cromo satinado","Vasos de 3/4"", perfil OGV�, 6 caras m�tricas.�Bloqueo y liberaci�n r�pidos Acabado en cromo satinado",TOOLING & WS,TOOLING,TOOLING GENERAL,,214,515,66,57,57,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102706-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYyNDJ8aW1hZ2UvanBlZ3xhR1psTDJnM01pODVOak15TnprME9UWTRNRGswTHpFeE1ESTNNRFl0TVY4NE1EQlhlRGd3TUVnfDIzNDgwZmUzNGE1YjY2NTY4YjAxYWFhNDU2NDU2MGU3MjdkNDUyNTA1ODlmMzBlOWVlMjRkY2UwMTg1MzQ0YWQ,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102707,891852,440.21,FACOM,FACOM COMBI WRENCH 21MM,Llaves mixta FACOM OGV Serie 440 21mm,18.88,15.60,12.48,3148517680876,1,8204110000,0,1,"Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15��","Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15��",TOOLING & WS,TOOLING,TOOLING GENERAL,,235,196,235,50,20,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102707-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM2Njh8aW1hZ2UvanBlZ3xhRFJoTDJoak9DODVOak15TnprMU16WXhNekV3THpFeE1ESTNNRGN0TVY4NE1EQlhlRGd3TUVnfDljZTEyNmYxNTEyYmJmNjBiZTE0YTdkNzMwYzViYTllOGRkNDU1NWRlMGY2ZjY3MDFmNWRiNjg3ZDA3NTRlNTU,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102710,890859,S.32H,FACOM,FACOM SOCKET 1/2 32MM 6 POINTS,Vasos FACOM OGV 1/2'' 32mm - 6caras,12.75,10.54,8.43,S.32H,1,8204200000,0,1,"Vasos de 1/2"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante Longitud: 36, 38 y 44 mm","Vasos de 1/2"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante Longitud: 36, 38 y 44 mm",TOOLING & WS,TOOLING,TOOLING GENERAL,,202,232,52,68,57,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102710-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzEzNDR8aW1hZ2UvanBlZ3xhRFJsTDJoak55ODVOak15TnprMk5UUXdPVFU0THpFeE1ESTNNVEF0TVY4NE1EQlhlRGd3TUVnfDBmNGM5Njg2ZjBhYmZjOGMzMjg4YzFlZDUxMTFjMDRhOGVhNjFhOTJlMjI1OWViNWY3MzQxOTA2NjllMmQzMGU,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102711,891903,467B.13,FACOM,FACOM METRIC RATCHETING SPANNER,Llaves mixta con carraca FACOM  serie 467 13mm,32.65,26.98,21.58,467B.13,1,8204110000,0,1,"Llave mixta con trinquete, serie 467B. Mecanismo con trinquete compacto y reversible por palanca.�			Acabado en cromo satinado �ngulo de recuperaci�n de 5� Cabeza y horquilla inclinadas a 15�","Llave mixta con trinquete, serie 467B. Mecanismo con trinquete compacto y reversible por palanca.�			Acabado en cromo satinado �ngulo de recuperaci�n de 5� Cabeza y horquilla inclinadas a 15�",TOOLING & WS,TOOLING,TOOLING GENERAL,,148,93,200,53,14,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102711-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk3MzN8aW1hZ2UvanBlZ3xhR013TDJoaU9TODVOak15TnprMk9UTTBNVGMwTHpFeE1ESTNNVEV0TVY4NE1EQlhlRGd3TUVnfDQxNWJlMjY4M2Y5ZTJiMWMzMzYxZDAzMGFjM2ViY2VhY2U5YzgyMmY3MzE1ZTA1MjQyYmNjNmJlYWY3ZWEyMDA,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102712,891849,440.7,FACOM,FACOM COMBI WRENCH 7MM,Llaves mixta FACOM OGV Serie 440 7mm,8.68,7.17,5.74,3148517679498,1,8204110000,0,1,"Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15�","Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15�",TOOLING & WS,TOOLING,TOOLING GENERAL,,35,31,140,25,10,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102712-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM2Njh8aW1hZ2UvanBlZ3xhRGczTDJnMk5DODVOak15TnprM016STNNemt3THpFeE1ESTNNVEl0TVY4NE1EQlhlRGd3TUVnfDYyZjNjNWUxMjE1YWFkYjA0OWEzYjRkYjI1ZDA3MzQ4ZmIwOTdlODJjY2IyMDFlZjkwOTdkNzQ5OTVkMDJhNWE,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102721,890190,EXR.120,FACOM,FACOM 1/4 BITS TORX T20 L25MM,Puntas FACOM 1/4'' - Los indispensables Torx T20'',11.72,9.69,7.75,EXR.120,2,8207909900,0,1,Punta para tornillos Torx� T20,Punta para tornillos Torx� T20,TOOLING & WS,TOOLING,TOOLING GENERAL,,3,5,30,10,10,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102721-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxNjZ8aW1hZ2UvanBlZ3xhREUxTDJoaE15ODVOak15T0RBd09EWTJNek0wTHpFeE1ESTNNakV0TVY4NE1EQlhlRGd3TUVnfGNhZDEyYTZhZmViYzc4YmE3ODA5MzI3ZDNkYWI3NDYwOGJmNTgxZjBmYmNhMmQxYjc2Yjc4MDI4ZjMwYTIxYWE,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102726,891868,84TC.12,FACOM,FACOM T WRENCH 12MM,Llaves allen en T FACOM 12mm,54.69,45.20,36.16,84TC.12,1,8204110000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Hex head T spanner</li><li>Hexagonal head all the three extremities of the spanner</li><li>Chrome-plated aluminium spanner</li></ul> </body> </html>","        Hex head T spannerHexagonal head all the three extremities of the spannerChrome-plated aluminium spanner  ",TOOLING & WS,TOOLING,TOOLING GENERAL,,2196,600,352,156,40,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102726-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk4NzZ8aW1hZ2UvanBlZ3xhRFJoTDJnNU55ODVOak15T0RBeU5ETTVNVGs0THpFeE1ESTNNall0TVY4NE1EQlhlRGd3TUVnfGU4NjIxYjlmN2IyYWM0NjhmMTQ1OTdlYTk4NmZmMTg0OTk4MWFhZmVmZTdhNDNjYTllNDRkODMxNmE1YTkzY2E,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
