PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Color,Composición,Compresión de pistón,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Especificaciones,Espesor (mm),Nº de segmentos,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,DeliveryPlant
1127363,,9921770,TOP PERFORMANCES,"TOPPE WOODRUFF KEY 0,6 AM6 S.44MM",Chaveta de encendido variable TOP PERFORMANCES,10.50,8.68,5.21,9921770,13,8484900090,0,1,"<p>Chaveta de 0,6 mm para encendido AM.</p>","
Chaveta de 0,6 mm para encendido AM.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,,6,2,38,34,5,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127363-1.jpg?context=bWFzdGVyfHJvb3R8MjcwMTl8aW1hZ2UvanBlZ3xhRGt5TDJoaE9DODJOakl4T1RBeE5USTNORFV5Tmk4NE1EQlhlRGd3TUVoZk1URXlOek0yTXkweExtcHdad3wyZGIyYmY4ZGJiMTAwNTdmNGE4NmEwYzk4Yjk0OWMyYjJlMGMxNmJiYWY3ZmEyMjdhYWE4N2QyYjRiYzljMGU4,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Technical-Data-1127363.pdf?context=bWFzdGVyfHJvb3R8MjM4NjYzfGFwcGxpY2F0aW9uL3BkZnxhRGs1TDJoalpDODJOakV6TkRVd01UazRNakl6T0M5VVpXTm9ibWxqWVd3Z1JHRjBZU0F4TVRJM016WXpMbkJrWmd8MGNhNzJhY2I4Nzg4NWE4MDAxZmVhN2E1ODE5OTA4NzJlOWQ3ODU0OTMyN2Y1NGM2Njk2NzIyNTQ2ZDgwZDNlNw,,Spain Warehouse (Parts)
1127365,,9909180,TOP PERFORMANCES,TOPPE WOODRUFF KEY 1.3 VARIABLE ADVANCE,"Chaveta TOP PERFORMANCES 1,3mm para avance variable de encendido",8.49,7.02,4.21,9909180,10,8484900090,0,1,"<p>Chaveta woodruff desplazada 1,3mm para avance variable.</p>
<p>Recambios para:</p>
<ul>
<li><strong>9909230</strong> - CDI avance variable para motores scooter Minarelli / Yamaha 50cc con encendido japon&eacute;s de 8 polos</li>
<li><strong>9909300</strong> - CDI avance variable para motores scooter Minarelli / Yamaha 50cc con encendido Ducati</li>
</ul>","
Chaveta woodruff desplazada 1,3mm para avance variable.

Recambios para:

9909230 - CDI avance variable para motores scooter Minarelli / Yamaha 50cc con encendido japonés de 8 polos
9909300 - CDI avance variable para motores scooter Minarelli / Yamaha 50cc con encendido Ducati
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,,6,2,38,34,5,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127365-1.jpg?context=bWFzdGVyfHJvb3R8MjcwMTl8aW1hZ2UvanBlZ3xhREZtTDJoaU5pODJOakl4T1RBeE5UWTJOemMwTWk4NE1EQlhlRGd3TUVoZk1URXlOek0yTlMweExtcHdad3xkZmI1YjJhMGI0NDY5OGIyYTM2MWE3ZGYzNmRhYWQyZmI1MTQwYmE1MjI0YzdkNmE5MDZiMTRkOGM0MDFiYjZm,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Technical-Data-1127365.pdf?context=bWFzdGVyfHJvb3R8MjM3MDM0fGFwcGxpY2F0aW9uL3BkZnxhR0ZpTDJobE5DODJOakV6TkRVd01qRXhNek14TUM5VVpXTm9ibWxqWVd3Z1JHRjBZU0F4TVRJM016WTFMbkJrWmd8YWZiMzcyY2Y2YjE4YjEyYjI3OGI3NDMwMGFmZDcwNjBhMzE3MDQxNTBhOGVkODVjNzUwY2E0OWEyZjJkNDRhMg,,Spain Warehouse (Parts)
1148799,,IM07075,TOP PERFORMANCES,TOPPE CRANCKSHAFT HONDA SH125 13-19,Cigüeñal TOP PERFORMANCES,275.00,227.27,159.09,IM07075,5,8409910090,0,1,"<p data-start=""71"" data-end=""254""><strong data-start=""71"" data-end=""181"">Cig&uuml;e&ntilde;al de tipo original compatible con Honda SH 125i (modelos 2013 - 2019) de la marca Top Performances.</strong><br data-start=""181"" data-end=""184"">Referencias originales de Honda: <strong data-start=""217"" data-end=""234"">13000-K01-900</strong> / <strong data-start=""237"" data-end=""254"">13000-K77-V00</strong></p>
<p data-start=""256"" data-end=""457""><strong data-start=""259"" data-end=""274"">Importante:</strong> Antes de instalar el cig&uuml;e&ntilde;al en el motor, es imprescindible verificar su equilibrado. Los fabricantes no ofrecen garant&iacute;a por defectos de equilibrado detectados despu&eacute;s del montaje.</p>
<h2><strong>Caracter&iacute;sticas</strong></h2>
<p>Referencia (SKU): IM07075 <br>Bul&oacute;n original?: Si <br>Medida bul&oacute;n: 13mm <br>Medida Jaula: N/D <br>Carrera Original?: Si <br>Carrera: 57,9mm <br>Biela Original?: Si <br>Biela: N/D <br>&Oslash; Eje encendido: N/D <br>&Oslash; Eje transmisi&oacute;n: N/D <br>Tipo de Producto: Cig&uuml;e&ntilde;al</p>","
Cigüeñal de tipo original compatible con Honda SH 125i (modelos 2013 - 2019) de la marca Top Performances.Referencias originales de Honda: 13000-K01-900 / 13000-K77-V00

Importante: Antes de instalar el cigüeñal en el motor, es imprescindible verificar su equilibrado. Los fabricantes no ofrecen garantía por defectos de equilibrado detectados después del montaje.
Características

Referencia (SKU): IM07075 Bulón original?: Si Medida bulón: 13mm Medida Jaula: N/D Carrera Original?: Si Carrera: 57,9mm Biela Original?: Si Biela: N/D Ø Eje encendido: N/D Ø Eje transmisión: N/D Tipo de Producto: Cigüeñal",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,,6789,1644,258,179,147,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148799-1.jpg?context=bWFzdGVyfHJvb3R8MzIyNDl8aW1hZ2UvanBlZ3xhR1ppTDJnNE55ODROREkwTWpJek1EYzNNVGMwTWk4NE1EQlhlRGd3TUVoZk1URTBPRGM1T1MweExtcHdad3w4NmI4YmJkYjVjODlkYmRlMzc4Y2FlZmFkZDhhZjZiYmUzOTI5NjZlNzEzNDI3ODcxZGQ4YzA5OTg2YmJmNTg3,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1127355,,9931331,TOP PERFORMANCES,TOPPE PISTON D.47.4 BLK TROPHY MINA. LC,"Pistón completo TOP PERFORMANCES Big Bore Black Trophy Ø47,4mm - Minarelli LC",73.50,60.74,36.44,9931331,0,8409910090,0,1,"<p>Pist&oacute;n completo&nbsp;Big Bore &Oslash;47,4mm&nbsp;Black Trophy para motores scooter Minarelli de refrigeraci&oacute;n l&iacute;quida.</p>
<ul>
<li>2 segmentos</li>
</ul>","
Pistón completo Big Bore Ø47,4mm Black Trophy para motores scooter Minarelli de refrigeración líquida.

2 segmentos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. PISTON KIT,,1,1,10,10,10,,,Aluminio,Estándar,,,,,,Sobredimensionado / Aluminio / Edición Black Trophy,,2,,2T,,A,,https://api.mybihr.com/medias/800Wx800H-1127355-1.jpg?context=bWFzdGVyfHJvb3R8MTU3ODl8aW1hZ2UvanBlZ3xhRFZtTDJoak9TODJOakl5TlRVMU5EQTVOakUxT0M4NE1EQlhlRGd3TUVoZk1URXlOek0xTlMweExtcHdad3wwMzNhYzBlNjY0ZWIxODcwZTA4ZjZkZjFhMTU2NzhkZmZmOWQ0MmVjZGFhZjcyYzNmNGYxM2NkYjBhZTYwMmI0,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1127356,,9931330,TOP PERFORMANCES,TOPPE PISTON D.47 BLACK TROPHY MINA. LC,Pistón completo TOP PERFORMANCES Big Bore Black Trophy Ø47mm - Minarelli LC,73.96,61.12,36.67,9931330,2,8409910090,0,1,"<p>Pist&oacute;n completo&nbsp;Big Bore &Oslash;47mm&nbsp;Black Trophy para motores scooter Minarelli de refrigeraci&oacute;n l&iacute;quida.</p>
<ul>
<li>2 segmentos</li>
</ul>","
Pistón completo Big Bore Ø47mm Black Trophy para motores scooter Minarelli de refrigeración líquida.

2 segmentos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. PISTON KIT,,225,112,80,53,53,,,Aluminio,Estándar,,,,,,Sobredimensionado / Aluminio / Edición Black Trophy,,2,,2T,,A,,https://api.mybihr.com/medias/800Wx800H-1127356-1.jpg?context=bWFzdGVyfHJvb3R8MTU3ODl8aW1hZ2UvanBlZ3xhREJoTDJnME5TODJOakl4T1RBeE5EUXlNalUxT0M4NE1EQlhlRGd3TUVoZk1URXlOek0xTmkweExtcHdad3w2OGFjN2I0OTg2MmE4YmIxMmY0ZWZkM2Y3ODU3OTE2ZmJhMDQzMWQ2OWRhNTUxNjE0YTg3NzQ2NGNlNzEzMDM1,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Technical-Data-1127356.pdf?context=bWFzdGVyfHJvb3R8MjM2MDk0fGFwcGxpY2F0aW9uL3BkZnxhRGM1TDJnNU1pODJOakV6TWpjMk1qZzROakUzTkM5VVpXTm9ibWxqWVd3Z1JHRjBZU0F4TVRJM016VTJMbkJrWmd8YjAzMDFmY2FhM2VmYTEzZTA2ZDk3NzQ2MjEzYjNjODhmOGI0ODcyZjVlNTdlMzVjMTlhM2NmZTY2MTFhMzMwNw,,Spain Warehouse (Parts)
1126831,,NT06070,TOP PERFORMANCES,TOPPE STEERING BEARING 35X72X15,Rodamiento de cigüeñal TOP PERFORMANCES NTN 35X72X15 (TM-SC07A87CS32PX11),29.00,23.97,14.38,3413521021732,3,8714105000,0,1,<p>Bearing Crankshaft TM-SC07A87CS (35 X72X15mm)</p>,"
Bearing Crankshaft TM-SC07A87CS (35 X72X15mm)",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,,221,271,97,91,25,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1126831-1.jpg?context=bWFzdGVyfHJvb3R8OTk3OTF8aW1hZ2UvanBlZ3xhR05qTDJnNU9DODROREkzT0RjMk9UWTBOelkwTmk4NE1EQlhlRGd3TUVoZk1URXlOamd6TVMweExtcHdad3w2YWJkZmIwYjhjOTU2NGUxYzMzMWZkZGVlMWNhMmFjMTRhZmI2ZDFjZmE5NDA2NzA3ZGU1ZWI3MGYwODI0MDU3,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Technical-Information-1126831-.pdf?context=bWFzdGVyfHJvb3R8MjEwOTExfGFwcGxpY2F0aW9uL3BkZnxhR1EzTDJnNVl5ODJOekkzTmpJNE1qZzFOVFExTkM5VVpXTm9ibWxqWVd3Z1NXNW1iM0p0WVhScGIyNGdNVEV5Tmpnek1TQXVjR1JtfDBhYjVhYTkwYjBiZjVkYzliODE2MTI3YmUzMmYxZjlmZWIwMjY5MTE5NGU0MDgyMTkzNjY2NjhkYzYwYmM0OTE,,Spain Warehouse (Parts)
1127352,,9931670,TOP PERFORMANCES,TOPPE VARIATOR GP MINARELLI VERT-HORIZ,Variador + correa de transmisión TOP PERFORMANCES Variotop TPR GP - Minarelli / Yamaha,116.50,96.28,57.77,9931670,0,4010350000,0,1,"<p>Variador Variotop ""TPR"" GP con correa para motores Minarelli/Yamaha verticales/horizontales refrigerados por aire/l&iacute;quido con c&aacute;rter largo.</p>
<ul>
<li>6 Rodillos &Oslash;16x13mm 7gr.</li>
<li>1 Estrella&nbsp;tapa variador</li>
<li>3&nbsp;Gu&iacute;as para tapa de rodillos.</li>
<li>1 Bul&oacute;n autolubricante de acero sinterizado.</li>
<li>1 Correa.</li>
<li>1 Polea fija.</li>
<li>1 Polea m&oacute;vil.</li>
<li>1 Plato dentado de arranque.</li>
<li>1 Arandela c&oacute;nica.</li>
<li>1 Tuerca M10 x 1,25.</li>
<li>1 Arandela de ajuste &Oslash;13,2x22x1,8mm.</li>
<li>1 Arandela de ajuste &Oslash;13x21x4mm.</li>
</ul>
<p>Variador TPR GP de carreras Top Performances, evoluci&oacute;n de la versi&oacute;n ""TPR"", presenta un recorrido sobredimensionado y rampas de rodillos optimizadas que garantizan una curva de variaci&oacute;n dise&ntilde;ada para aumentar la aceleraci&oacute;n y la velocidad punta. Fabricado con una aleaci&oacute;n especial de aluminio, este variador est&aacute; hecho con los mejores materiales disponibles en el mercado y se ha fabricado respetando unas tolerancias de trabajo muy estrictas y con un nivel de acabado superior, lo que mejora sus propiedades de deslizamiento. El bul&oacute;n es de acero sinterizado autolubricante, mientras que los contrapesos est&aacute;n hechos de compuestos polim&eacute;ricos especiales, carbono y kevlar, lo que minimiza su desgaste con el paso del tiempo.</p>","
Variador Variotop ""TPR"" GP con correa para motores Minarelli/Yamaha verticales/horizontales refrigerados por aire/líquido con cárter largo.

6 Rodillos Ø16x13mm 7gr.
1 Estrella tapa variador
3 Guías para tapa de rodillos.
1 Bulón autolubricante de acero sinterizado.
1 Correa.
1 Polea fija.
1 Polea móvil.
1 Plato dentado de arranque.
1 Arandela cónica.
1 Tuerca M10 x 1,25.
1 Arandela de ajuste Ø13,2x22x1,8mm.
1 Arandela de ajuste Ø13x21x4mm.


Variador TPR GP de carreras Top Performances, evolución de la versión ""TPR"", presenta un recorrido sobredimensionado y rampas de rodillos optimizadas que garantizan una curva de variación diseñada para aumentar la aceleración y la velocidad punta. Fabricado con una aleación especial de aluminio, este variador está hecho con los mejores materiales disponibles en el mercado y se ha fabricado respetando unas tolerancias de trabajo muy estrictas y con un nivel de acabado superior, lo que mejora sus propiedades de deslizamiento. El bulón es de acero sinterizado autolubricante, mientras que los contrapesos están hechos de compuestos poliméricos especiales, carbono y kevlar, lo que minimiza su desgaste con el paso del tiempo.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BELT,,1954,713,357,114,48,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127352-1.jpg?context=bWFzdGVyfHJvb3R8ODUwNDZ8aW1hZ2UvanBlZ3xhR0kxTDJnNFl5ODJPRGswTWpFMk1UWXdPRGN6TkM4NE1EQlhlRGd3TUVoZk1URXlOek0xTWkweExtcHdad3wyMzRjYTFhZjVmZGRhZGVmZGQ0YjJiYTI4OTVhMDE1YWMxNGM0YmQzMzBkYTBhMmZmMDA3NTI2OWQ4MGYzYzA0,https://api.mybihr.com/medias/800Wx800H-1127352-2.jpg?context=bWFzdGVyfHJvb3R8OTI5NjF8aW1hZ2UvanBlZ3xhRFEyTDJnNU5DODJPRGswTWpFMk1UZzNNRGczT0M4NE1EQlhlRGd3TUVoZk1URXlOek0xTWkweUxtcHdad3w3MDEzNjU1NDg5ODkyZGI1MThjNTg3OGY3YjMwOWZkM2ZlMTVkZjA4MGQ0Y2I0ODcwMGEzYjdhZGE2ODRlNzI5,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-1127352.pdf?context=bWFzdGVyfHJvb3R8MTQyNTY2fGFwcGxpY2F0aW9uL3BkZnxhRGs1TDJoaE9DODJOakF4TmpZd09UWTVOemd5TWk5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJpQXhNVEkzTXpVeUxuQmtaZ3wyODFiZDY2Y2U1N2ViYzU2Yjc5MjZhMTM0YzJlNzhlNmE1MjI1Njc2ZDE0MjM2YmNlY2RlNTVkYzBkODZlYjQx,https://api.mybihr.com/medias/Technical-Data-1127352.pdf?context=bWFzdGVyfHJvb3R8MjM0Mzc4fGFwcGxpY2F0aW9uL3BkZnxhR0ZoTDJoaFlpODJOakF4TmpZd09UYzJNek0xT0M5VVpXTm9ibWxqWVd3Z1JHRjBZU0F4TVRJM016VXlMbkJrWmd8OWEzMjUwODQzMGEwMDI3NDlkMzYzMDJjNGQ3MGRkMGQwNGJmNWE2MGRiOTY0NzZlZmNiZGUzNTQ4MTRkMTYxNA,Spain Warehouse (Parts)
1065779,TPCO00002,CO00002,TOP PERFORMANCES,TOPPE ENGINE DUCT,Tapa refrigeración TOP PERFORMANCES Minarelli Horizontal,13.00,10.74,6.44,CO00002,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,5400,181,283,180,106,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1065779-1.jpg?context=bWFzdGVyfHJvb3R8ODE1OTh8aW1hZ2UvanBlZ3xhRGhsTDJoalpDODRNamd6T0Rjd05qQTVOREV4TUM4NE1EQlhlRGd3TUVoZk1UQTJOVGMzT1MweExtcHdad3w4YTFjZDNmYjU2YjliM2RiYzVhNDA5N2Y4YmUwOTlmZDM4ZmQ4NmMxZTQ1NzMwNGNkNDZiNzM1NWQ0ODg1NTRm,https://api.mybihr.com/medias/800Wx800H-1065779-2.jpg?context=bWFzdGVyfHJvb3R8NjM5OTF8aW1hZ2UvanBlZ3xhR013TDJoak15ODRNamd6T0Rjd05qTTFOakkxTkM4NE1EQlhlRGd3TUVoZk1UQTJOVGMzT1MweUxtcHdad3wyMTgyZmNhOWJkYjU5NWEzZGM0MDcwMjAyNTU1YWM4MGZkMmI3YzBkNTlkY2RhOTRiYWNlMDYwNjVmMjlmZjE5,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1065778,TPCO00001,CO00001,TOP PERFORMANCES,TOPPE ENGINE DUCT,Tapa lateral TOP PERFORMANCES - Motor Minarelli vertical,13.00,10.74,6.44,CO00001,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,3668,126,285,165,78,,Verde,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1065778-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTQ2NjB8aW1hZ2UvanBlZ3xhR1V5TDJnME5pODRPVFk0TXpJMU16QXdNalUwTHpFd05qVTNOemd0TVY4NE1EQlhlRGd3TUVnfGQ3MTRlZTg1YWMyMDY1NzUxZGE3OWI4ODYzZTQ3N2E4MjBkYjIzMWJmYWZlYjhkZjIxNmU3MzZiZjA5MTQyZGM,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1065776,65000004,9980250,TOP PERFORMANCES,TOPPE GAS SPRING SEAT,Amortiguador asiento TOP PERFORMANCES Yamaha X-Max 125/300/400 >13,28.50,23.55,14.13,9980250,2,8714109090,0,1,"<p>Amortiguador con asiento de muelle, para recambio OEM<br> </p>","
Amortiguador con asiento de muelle, para recambio OEM ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,,415,144,206,48,42,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1065776-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMjN8aW1hZ2UvanBlZ3xhREF5TDJnME5pODRPVE0xTXpjNU56TXdORFl5THpFd05qVTNOell0TVY4NE1EQlhlRGd3TUVnfDRmOGUwNGU1ZWY1NTllNDE2MDAxZDQ5ZmY4ODBhMWI0ZTEzNzM5OGEyMTFkMDNjYmNlMmVhOWJjODk0NDkzZDk,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1065775,65000003,9980220,TOP PERFORMANCES,TOPPE GAS SPRING SEAT,Amortiguador asiento TOP PERFORMANCES Honda Silverwing,28.50,23.55,14.13,9980220,0,8714109090,0,1,"<p>Amortiguador con asiento de muelle, para recambio OEM<br> </p>","
Amortiguador con asiento de muelle, para recambio OEM ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,,536,118,399,42,32,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1065775-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxNDd8aW1hZ2UvanBlZ3xhR05tTDJoallTODRPVEk0TURNeU5qSXdOVGMwTHpFd05qVTNOelV0TVY4NE1EQlhlRGd3TUVnfDFhZjM0YzUzNWY1NzNiNTkzZjI3YjliZGUzNTJkZDg5MDg4NjU3ZmE4MWQyZjY5ZGUxNzQ1NGExY2QzZmFkMzg,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1065777,65000005,9980260,TOP PERFORMANCES,TOPPE GAS SPRING SEAT,Amortiguador asiento TOP PERFORMANCES Suzuki AN400 Burgman,29.50,24.38,14.63,9980260,0,8714109090,0,1,"<p>Amortiguador con asiento de muelle, para recambio OEM<br> </p>","
Amortiguador con asiento de muelle, para recambio OEM ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,,430,24,398,36,30,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1065777-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMjN8aW1hZ2UvanBlZ3xhRE16TDJoa05pODRPVE01T1RFM056Y3dOemd5THpFd05qVTNOemN0TVY4NE1EQlhlRGd3TUVnfGY3NzJiMWVhNDIyZmIxMmFiMWM1ZDdlZTJjNWEyMTZlNmFjNjczNWUyYTJjNTBiNjhhNDA0OGUwY2I5NGNhYjk,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1102040,65000002,9980200,TOP PERFORMANCES,TOPPE SEAT GAS SPRING,Amortiguador asiento TOP PERFORMANCES Yamaha T-Max 500/530,29.50,24.38,14.63,9980200,0,8714109090,0,1,"<p>Amortiguador con asiento de muelle, para recambio OEM<br> </p>","
Amortiguador con asiento de muelle, para recambio OEM ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,,520,162,234,101,22,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102040-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxNDd8aW1hZ2UvanBlZ3xhRFk1TDJnNE1DODVOak15TXpVME5ETTFNVEF5THpFeE1ESXdOREF0TVY4NE1EQlhlRGd3TUVnfDJhNDkzYThlNzM3ZThhZDEzMDNmNDlhNzE1ODZkM2VkODFiYzkwNDc5NzgzZTcwMWZlN2UzNDdlN2IwNjI3M2E,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1080455,TPRL00002,RL00002,TOP PERFORMANCES,TOPPE FREE WHEEL STARTER,Rueda libre de arranque TOP PERFORMANCES - Minarelli/Yamaha 125/150,74.50,61.57,40.02,RL00002,1,8714109090,0,1,"<p>Recambio compatible con las siguiente referencias OEM:</p>
<ul>
	<li>(5NSE55700000) Yamaha</li>
	<li>(5NSE55700000) Mbk</li>
</ul>
","
Recambio compatible con las siguiente referencias OEM:

	(5NSE55700000) Yamaha
	(5NSE55700000) Mbk

",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,,797,374,205,144,27,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1080455-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA1MDN8aW1hZ2UvanBlZ3xhR1EzTDJnek9DODRPVGMzTWpReE1qUXpOamM0THpFd09EQTBOVFV0TVY4NE1EQlhlRGd3TUVnfDhiYjBhYmJhYjI4YjEzZDkzZDQ0M2QwYThmMTIzMWFlMjk1NjBlNzUzZGViY2Q0M2Y2NTg0ZjgzYTRiODI5MDI,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1079812,30400048,ST00029,TOP PERFORMANCES,TOPPE STATOR,Estátor TOP PERFORMANCES - SYM Joyride,82.00,67.77,44.05,ST00029,3,8511900090,0,1,"<p>Nacida en los años 90 a partir de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de pequeña cilindrada gracias a sus piezas de calidad, asequibles y fiables.</p>","
Nacida en los años 90 a partir de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de pequeña cilindrada gracias a sus piezas de calidad, asequibles y fiables.",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,,1322,772,153,144,60,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1079812-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwOTd8aW1hZ2UvanBlZ3xhREZpTDJnM055ODRPVGMzTVRjeU56VTROVFU0THpFd056azRNVEl0TVY4NE1EQlhlRGd3TUVnfGJjZTBlNjk2NzE2N2IzYWZjNTgzYTgzODRkZWMxMDhhMzJhZDRjODNhMjlhNjVlOTBjN2ExOGVmZDIxZjYxMzI,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1080442,31100007,CA00006,TOP PERFORMANCES,TOPPE ECU BOX,Caja CDI TOP PERFORMANCES Kymco,69.99,57.84,37.60,CA00006,1,8511300090,0,1,"<p>Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables.<br> </p>","
Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables. ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,,453,205,102,78,57,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1080442-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExNzJ8aW1hZ2UvanBlZ3xhR1UzTDJneE5TODRPVGMzTWpNNE5qZzNOemMwTHpFd09EQTBOREl0TVY4NE1EQlhlRGd3TUVnfGRlNmY3MWIxZDEwMDE4MjQwMjJlNWE3ZTg2NTRiNTRlZGNiMTVjYzg4YmUwN2EwNzZjMWFjYTZjYjBhZjA0NWE,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
