PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro del cilindro (mm),Diámetro Ø (mm),Eslabones de cadena,Nº de segmentos,Referencias OEM,Relación de compresión,Sobremedida,Tipo de cadena de distribución,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1095056002,9480D100,23103100,VERTEX,"VERTX PISTON 23103, 84,00MM",Pistón fundición VERTEX,158.55,131.03,85.17,8430525147683,1,8409910090,0,1,PISTON YFM350 84MM,PISTON YFM350 84MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 84,000 mm",1051,470,97,95,114,Aluminio,Estándar,,,,,,,,,4T,,100,https://api.mybihr.com/medias/1095056002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR0kyTDJoaFl5ODRPVGd5TlRVd05qUXlOekU0THpFd09UVXdOVFl3TURJdE1WODRNREJYZURnd01FZ3w1Yzc1Mzc0NjRjNzQzNmQ0YjA4ZjFlM2ViN2MyMWFjNTc0MDBkNDgyYTExZTI1NDhhMDcyMDhmNWRmN2Q2MzM5,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095086001,9781DA,23630A,VERTEX,"VERTX PISTON 23630, 66,34MM",Pistón fundición VERTEX,179.84,148.63,96.61,23630A,32,8409910090,0,1,"VERTEX PISTON FOR SX250 05-18, HUSABERG TE250 '11 Ø66.34MM","VERTEX PISTON FOR SX250 05-18, HUSABERG TE250 '11 Ø66.34MM",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,340 mm",667,313,103,81,80,Aluminio,Estándar,,,,2,,,,,2T,,A,https://api.mybihr.com/medias/800Wx800H-1095086001-1.jpg?context=bWFzdGVyfHJvb3R8NzQxOTl8aW1hZ2UvanBlZ3xhRFUxTDJoaVlTODJORGd6TXpnM01UZ3dOalE1TkM4NE1EQlhlRGd3TUVoZk1UQTVOVEE0TmpBd01TMHhMbXB3Wnd8NWQ1YzM2MGI4NzY0NTVlMDM5NDhjMDlkYTE5OGY2ZDVjMjBmMjM5MDkxYTNhMWMxOTgyZGU2MGU2YzY1NzdkMg,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095086002,9781DB,23630B,VERTEX,"VERTX PISTON 23630, 66,35MM",Pistón fundición VERTEX,179.84,148.63,96.61,23630B,27,8409910090,0,1,"VERTEX PISTON FOR SX250 05-18 , HUSABERG TE250 '11 Ø66.35MM","VERTEX PISTON FOR SX250 05-18 , HUSABERG TE250 '11 Ø66.35MM",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,350 mm",654,313,101,81,80,Aluminio,Estándar,,,,2,,,,,2T,,B,https://api.mybihr.com/medias/1095086002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTd8aW1hZ2UvanBlZ3xhRGcyTDJobE1DODRPVE0yTmpFMU5qY3pPRGcyTHpFd09UVXdPRFl3TURJdE1WODRNREJYZURnd01FZ3wxOGQyNTU0OTJlNTMyZjkxOTZlNDBiYjk3ZDFjNTQ0MWM4ZGQwNmMwOTEwZTA1YmVhMjJjNTNmMzBlOTdjNzlm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095086004,9781DD,23630D,VERTEX,"VERTX PISTON 23630, 66,37MM",Pistón fundición VERTEX,179.84,148.63,96.61,23630D,5,8409910090,0,1,"VERTEX PISTON FOR SX250 05-11 , HUSABERG TE250 '11 Ø66.37MM","VERTEX PISTON FOR SX250 05-11 , HUSABERG TE250 '11 Ø66.37MM",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,370 mm",667,307,103,83,78,Aluminio,Estándar,,,,2,,,,,2T,,D,https://api.mybihr.com/medias/1095086004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTd8aW1hZ2UvanBlZ3xhRFExTDJnMllTODRPVEUwTXpjNE5ESTBNelV3THpFd09UVXdPRFl3TURRdE1WODRNREJYZURnd01FZ3w2MjM3ODBmNWIzNzcyYmU1MDA5ZGNhOTE5ZWJkZDhmODg2YWMxZDM0MDJkMDY0ZDdjNTdlMDIwNDNjMWRlZjI2,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095086003,9781DC,23630C,VERTEX,"VERTX PISTON 23630, 66,36MM",Pistón fundición VERTEX,179.84,148.63,96.61,23630C,8,8409910090,0,1,"VERTEX PISTON FOR SX250 05-18 , HUSABERG TE250 '11 Ø66.36MM","VERTEX PISTON FOR SX250 05-18 , HUSABERG TE250 '11 Ø66.36MM",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,360 mm",643,312,103,78,80,Aluminio,Estándar,,,,2,,,,,2T,,C,https://api.mybihr.com/medias/1095086003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTd8aW1hZ2UvanBlZ3xhR0kyTDJnME5pODRPVGd5TlRVMk1ERTJOamN3THpFd09UVXdPRFl3TURNdE1WODRNREJYZURnd01FZ3wyMThhYTg3ZWI5NTc0ZTgxNGI1NTFjOTIyZWQ2NDBmMTAzNTNjY2Q0MTNhMjBiZDFlMTY4ZWUwZjQ5MjUxOTM2,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095029001,9123D050,22447050,VERTEX,"VERTX PISTON 22447, 89,50MM",Pistón fundición VERTEX,207.29,171.31,111.35,8430525674578,2,8409910090,0,1,PISTON FOR CR5001984-0189.5MM,PISTON FOR CR5001984-0189.5MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 89,500 mm",1284,587,103,103,121,Aluminio,Estándar,,,,2,,,,,2T,,050,https://api.mybihr.com/medias/1095029001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNTl8aW1hZ2UvanBlZ3xhR0kwTDJnNVpDODRPVE13TXpFNE1qZzJPRGM0THpFd09UVXdNamt3TURFdE1WODRNREJYZURnd01FZ3xjNzY0NmM1NTdlMWJmMWZlZjg5ODZhZWQ1YTZjZWYyYjdlMmM3MTJmZGQxZGIyNWQzZDc4YjYwMDVmNTZmZjdj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095029002,9123D100,22447100,VERTEX,"VERTX PISTON 22447, 90,00MM",Pistón fundición VERTEX,207.29,171.31,111.35,22447100,1,8409910090,0,1,PISTON FOR CR5001984-0190MM,PISTON FOR CR5001984-0190MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 90,000 mm",1240,599,102,103,118,Aluminio,Estándar,,,,2,,,,,2T,,100,https://api.mybihr.com/medias/1095029002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNTl8aW1hZ2UvanBlZ3xhR1ExTDJnNU1DODRPVE13TXpFNE5qRTBOVFU0THpFd09UVXdNamt3TURJdE1WODRNREJYZURnd01FZ3w1NWVhZWUzODVlYTQzYjkxZjBmMDU4YmUyNzRmM2RjMjA3MTQ0ZWQ3ZDkxNTg2OTg0YjY3MGI4ZTIwOTcwZjZk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095029003,9123D150,22447150,VERTEX,"VERTX PISTON 22447, 90,50MM",Pistón fundición VERTEX,207.29,171.31,111.35,8430525674592,0,8409910090,0,1,PISTON FOR CR5001984-0190.5MM,PISTON FOR CR5001984-0190.5MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 90,500 mm",1321,609,103,106,121,Aluminio,Estándar,,,,2,,,,,2T,,150,https://api.mybihr.com/medias/1095029003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNTl8aW1hZ2UvanBlZ3xhRGszTDJneE1DODRPVFUzTURVMk5qRTBORE13THpFd09UVXdNamt3TURNdE1WODRNREJYZURnd01FZ3w0YjI1MTg2MzA1NGVkOWVjNDVlMTY2MTg3ZjliMTAzOWEyMTYwNzc4NjlmN2MxNGI1YzgyZTE4ZTk0ZTM3MDlm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095029004,9123D200,22447200,VERTEX,"VERTX PISTON 22447, 91,00MM",Pistón fundición VERTEX,207.29,171.31,111.35,8430525674608,0,8409910090,0,1,PISTON FOR CR5001984-0191MM,PISTON FOR CR5001984-0191MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 91,000 mm",689,547,89,88,88,Aluminio,Estándar,,,,2,,,,,2T,,200,https://api.mybihr.com/medias/1095029004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNTl8aW1hZ2UvanBlZ3xhRE14TDJnM055ODRPVEUwTXpZMU5EUTRNakl5THpFd09UVXdNamt3TURRdE1WODRNREJYZURnd01FZ3w2YjZjMGE0ZTc4NzBhMzY4ZjJmNmM0YTJmYTIxNzUwM2Q1ZmY5YjEzODEyMjJkNDM5N2E1ZWE2ZjA2MzQ4MjJj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095034001,9412DA,22584A,VERTEX,"VERTX PISTON 22584, 66,34MM",Pistón fundición VERTEX,168.00,138.84,90.25,22584A,0,8409910090,0,1,PISTON YAMAHA YZ250 '99-09 Ø66.34MM,PISTON YAMAHA YZ250 '99-09 Ø66.34MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,340 mm",624,320,76,79,104,Aluminio,Estándar,,,,,,,,,2T,,A,https://api.mybihr.com/medias/1095034001-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk0MTN8aW1hZ2UvanBlZ3xhRFZoTDJneU1DODRPVFEzTmpFNU9EVTJOREUwTHpFd09UVXdNelF3TURFdE1WODRNREJYZURnd01FZ3xiMDYxZmJlYjk4MDM5YmE1M2ZhYWU0MzA3NDg5NWYyN2UwYzA0YzgxZjkwNmM0ZWIyMjFmMWZlYmU2NzQ0Njg2,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095034004,9412DD,22584D,VERTEX,"VERTX PISTON 22584, 66,37MM",Pistón fundición VERTEX,168.00,138.84,90.25,22584D,2,8409910090,0,1,PISTON YAMAHA YZ250 '99-09 Ø66.37MM,PISTON YAMAHA YZ250 '99-09 Ø66.37MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,370 mm",659,316,80,80,103,Aluminio,Estándar,,,,,,,,,2T,,D,https://api.mybihr.com/medias/1095034004-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk0MTN8aW1hZ2UvanBlZ3xhR0V6TDJobE1pODRPVFEzTmpJd01qUTVOak13THpFd09UVXdNelF3TURRdE1WODRNREJYZURnd01FZ3wxZjk4OTFiNDk2NzI2M2NiYjY4ZDA5ODZmOGYyMGM2NWY4NGI2MDY1YTdkNWNlZTNmZWFhZDZkMTQyNWIyMjBm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095034002,9412DB,22584B,VERTEX,"VERTX PISTON 22584, 66,35MM",Pistón fundición VERTEX,168.00,138.84,90.25,8430525676398,7,8409910090,0,1,PISTON YAMAHA YZ250 '99-09 Ø66.35MM,PISTON YAMAHA YZ250 '99-09 Ø66.35MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,350 mm",659,318,80,80,103,Aluminio,Estándar,,,,,,,,,2T,,B,https://api.mybihr.com/medias/1095034002-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk0MTN8aW1hZ2UvanBlZ3xhR05pTDJobE1DODRPVFF5TlRBMk9EWTROelkyTHpFd09UVXdNelF3TURJdE1WODRNREJYZURnd01FZ3xkZDI5MWFjMjFlZTk1NmUxZmM3ZmQ0YmJhZTExNzMyMzA5YjUzNDY3NDQ3Y2ZhNzBmMWEwNzU2YzYyODAxYjVj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095034005,9412D110,22584110,VERTEX,"VERTX PISTON 22584, 67,50MM",Pistón fundición VERTEX,184.82,152.74,99.28,8430525676367,0,8409910090,0,1,Ø67.50 VERTEX DIE-CAST PISTON FOR YAMAHA,Ø67.50 VERTEX DIE-CAST PISTON FOR YAMAHA,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,500 mm",624,335,100,78,80,Aluminio,Estándar,,,,,,,,,2T,,110,https://api.mybihr.com/medias/1095034005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRGRtTDJnNFlpODRPVFF5TlRBM01qWXhPVGd5THpFd09UVXdNelF3TURVdE1WODRNREJYZURnd01FZ3w1ZjczNDFhMWUxNWU3YThkMTEwOTFiM2U4OGFiZGEzZGY2OGUzNDM3NWU1NTk2NjE1OTM3YTU4ZGNhYjE4ZmU3,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095034003,9412DC,22584C,VERTEX,"VERTX PISTON 22584, 66,36MM",Pistón fundición VERTEX,168.00,138.84,90.25,8430525676404,0,8409910090,0,1,PISTON YAMAHA YZ250 '99-09 Ø66.36MM,PISTON YAMAHA YZ250 '99-09 Ø66.36MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,360 mm",659,350,80,80,103,Aluminio,Estándar,,,,,,,,,2T,,C,https://api.mybihr.com/medias/1095034003-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk0MTN8aW1hZ2UvanBlZ3xhR0UxTDJnNE5DODRPVE0yTmpFeE56UXhOekkyTHpFd09UVXdNelF3TURNdE1WODRNREJYZURnd01FZ3xlOWFlMTliZTI5ODU2MGEwMGU2MTU4Y2FkODc4ZDNjNjRhNjQ1OTJlYjM5Y2Y4ZDA0NTMzOWI3MjU5ZTViZDNm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095034006,9412D160,22584160,VERTEX,"VERTX PISTON 22584, 68,00MM",Pistón fundición VERTEX,184.82,152.74,99.28,22584160,2,8409910090,0,1,Ø68.00 VERTEX DIE-CAST PISTON FOR YAMAHA,Ø68.00 VERTEX DIE-CAST PISTON FOR YAMAHA,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 68,000 mm",618,354,99,78,80,Aluminio,Estándar,,,,,,,,,2T,,160,https://api.mybihr.com/medias/1095034006-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRFJoTDJnMllpODRPRGMzTmpNek5qTTBNek0wTHpFd09UVXdNelF3TURZdE1WODRNREJYZURnd01FZ3w5ODExM2IyNzg3YmMzNDJlMjFiZjY3ZDVjNDI4NDJkMDE0YjQ1NTU5YTkwMDk4M2JmMzAwMGYwNTEwOTQwZjVi,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095035003,9724DA,22650A,VERTEX,"VERTX PISTON 22650, 66,34MM",Pistón fundición VERTEX,186.47,154.11,100.17,8430525677555,1,8409910090,0,1,PISTON FOR EXC2502000-0466.34MM,PISTON FOR EXC2502000-0466.34MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,340 mm",659,340,80,80,103,Aluminio,Estándar,,,,,,,,,2T,,A,https://api.mybihr.com/medias/1095035003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExNjJ8aW1hZ2UvanBlZ3xhR1ppTDJneVpDODRPVE13TXpFNU5EQXdPVGt3THpFd09UVXdNelV3TURNdE1WODRNREJYZURnd01FZ3xiYWYzYTY0MGQ3ZWJiODdmMWY5OTY4Y2ExMDcyMmZhNDZhMzA1OWZiZmMzOWI1ZjdlNWNmZDJhM2Q2ZWIwOWQ5,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095035005,9724DC,22650C,VERTEX,"VERTX PISTON 22650, 66,36MM",Pistón fundición VERTEX,186.47,154.11,100.17,22650C,2,8409910090,0,1,PISTON FOR EXC250 2000-04 66.36MM,PISTON FOR EXC250 2000-04 66.36MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,360 mm",659,350,80,80,103,Aluminio,Estándar,,,,,,,,,2T,,C,https://api.mybihr.com/medias/1095035005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExNjJ8aW1hZ2UvanBlZ3xhR0k0TDJneU9DODRPVFF5TlRBNE1EUTROREUwTHpFd09UVXdNelV3TURVdE1WODRNREJYZURnd01FZ3w0OWZjZTJiMjQ2MjZkZTYyNjAzMmZhNzU4NGU0ZDYxYzM1NjFiNDc1Njc5NGIxMWI0YjQzNDU4YTgxNDdiYWVl,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095035004,9724DB,22650B,VERTEX,"VERTX PISTON 22650, 66,35MM",Pistón fundición VERTEX,186.47,154.11,100.17,22650B,2,8409910090,0,1,PISTON FOR EXC250 2000-04 66.35MM,PISTON FOR EXC250 2000-04 66.35MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,350 mm",624,336,76,79,104,Aluminio,Estándar,,,,,,,,,2T,,B,https://api.mybihr.com/medias/1095035004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExNjJ8aW1hZ2UvanBlZ3xhREJtTDJnMVl5ODRPVEUwTXpZM05ERTBNekF5THpFd09UVXdNelV3TURRdE1WODRNREJYZURnd01FZ3wzZWIxNDM0OGRlZTVmNDUxNzNjY2FmOGM4ODY1MWFmZTZlYmY1MTdjNDgzNmY4ZjljMjZkNDAwNDdkYmE1ZDk1,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095035006,9724DD,22650D,VERTEX,"VERTX PISTON 22650, 66,37MM",Pistón fundición VERTEX,186.47,154.11,100.17,8430525677586,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,370 mm",659,340,80,80,103,Aluminio,Estándar,,,,,,,,,2T,,D,https://api.mybihr.com/medias/1095035006-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExNjJ8aW1hZ2UvanBlZ3xhRGc0TDJobE1TODRPVFUzTURVNE5UZ3dOVEV3THpFd09UVXdNelV3TURZdE1WODRNREJYZURnd01FZ3w1NmZiNDQwYzA2ODEwMDJkMWNlZjcxNThhMWRhNDE0NGZkZTk3NjFkZjQ0MzhkY2UwNzdlM2RmNTdmYzUzYzFk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095035001,9724D110,22650110,VERTEX,"VERTX PISTON 22650, 67,50MM",Pistón fundición VERTEX,205.13,169.53,110.19,8430525677531,0,8409910090,0,1,Ø67.50 VERTEX DIE-CAST PISTON FOR KTM,Ø67.50 VERTEX DIE-CAST PISTON FOR KTM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,500 mm",674,359,104,81,80,Aluminio,Estándar,,,,,,,,,2T,,110,https://api.mybihr.com/medias/1095035001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhR1l4TDJnM1pDODRPVFF5TlRBM05qVTFNVGs0THpFd09UVXdNelV3TURFdE1WODRNREJYZURnd01FZ3xmYmYwMzM1YjAyMTllY2I4MDM3ZTUyMGViY2VkMmZmZTdiZGE1Y2FjYzgxZTA4MmQ5NTNiMTc4MjY5ZmEyYWFk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040002,9428DB,22806B,VERTEX,"VERTX PISTON 22806, 53,94MM",Pistón fundición VERTEX,151.78,125.44,81.54,22806B,2,8409910090,0,1,PISTON FOR YZ1252002-0453.94MM,PISTON FOR YZ1252002-0453.94MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,940 mm",251,180,54,56,83,Aluminio,Estándar,,,,,,,,,2T,,B,https://api.mybihr.com/medias/1095040002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzMTZ8aW1hZ2UvanBlZ3xhRGRpTDJnMk1pODRPVFUzTURZd05UUTJOVGt3THpFd09UVXdOREF3TURJdE1WODRNREJYZURnd01FZ3xmYmRkYTA4ZjJhZTE3YmEzZGZjZmNkYzY5NGQzOWM0Yjg3YzQwM2JiMzA0ZTVlZDY1YmQ1NGQ1NWIyNDRkNDhm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040004,9428DD,22806D,VERTEX,"VERTX PISTON 22806, 53,96MM",Pistón fundición VERTEX,151.78,125.44,81.54,8430525676619,2,8409910090,0,1,PISTON FOR YZ1252002-0453.96MM,PISTON FOR YZ1252002-0453.96MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,960 mm",270,180,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,D,https://api.mybihr.com/medias/1095040004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzMTZ8aW1hZ2UvanBlZ3xhREV4TDJobE55ODRPVE13TXpJd016ZzBNRE13THpFd09UVXdOREF3TURRdE1WODRNREJYZURnd01FZ3w1MTc5OTc0OWU3MWM4N2YxYjUyMDc2OWFjZjkxNzhjM2E3ZDBiNDY1YTUyZWM4ODdmODFiM2JkYTJkZWJmMzY5,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040001,9428DA,22806A,VERTEX,"VERTX PISTON 22806, 53,93MM",Pistón fundición VERTEX,151.78,125.44,81.54,8430525676589,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,930 mm",270,160,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,A,https://api.mybihr.com/medias/1095040001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzMTZ8aW1hZ2UvanBlZ3xhRFF3TDJobE1DODRPVE13TXpJd01UZzNOREl5THpFd09UVXdOREF3TURFdE1WODRNREJYZURnd01FZ3w1ZWNiYmQ2OTExYzAyNmRhM2Q0YzBmODk1OTBhOTE3NmI1MzZiMTEzYTMxNjhiNDY3NTdiODkxMWM3MmZlOWJh,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040005,9428D050,22806050,VERTEX,"VERTX PISTON 22806, 54,50MM",Pistón fundición VERTEX,166.97,137.99,89.69,8430525676558,0,8409910090,0,1,Ø54.50 VERTEX DIE-CAST PISTON FOR YAMAHA,Ø54.50 VERTEX DIE-CAST PISTON FOR YAMAHA,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 54,500 mm",352,187,90,63,62,Aluminio,Estándar,,,,,,,,,2T,,050,https://api.mybihr.com/medias/1095040005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhR0ZrTDJoa015ODRPVEExTnpJek16UTJPVGMwTHpFd09UVXdOREF3TURVdE1WODRNREJYZURnd01FZ3w2YmM0NWMxZDBmMGVmY2E1ZjViOGI5NmM0ZDllZTY5NDMwMDdmNWI2MDQ3YmIyMGE0NjJmMWU4ODhiY2Y4ODhj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040003,9428DC,22806C,VERTEX,"VERTX PISTON 22806, 53,95MM",Pistón fundición VERTEX,151.78,125.44,81.54,8430525676602,0,8409910090,0,1,PISTON FOR YZ1252002-0453.95MM,PISTON FOR YZ1252002-0453.95MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,950 mm",270,160,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,C,https://api.mybihr.com/medias/1095040003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzMTZ8aW1hZ2UvanBlZ3xhRGMwTDJnM1pTODRPVEExTnpJeU9UVXpOelU0THpFd09UVXdOREF3TURNdE1WODRNREJYZURnd01FZ3wwYmRmODE1ZDIyMGI1YTcyOWNlYjE2YzRkODczMTdkZmEyZDExZjU1ZGQ0ZWJlYjQzYmMzYTE4NjJhMGVlNzk3,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040006,9428D100,22806100,VERTEX,"VERTX PISTON 22806, 55,00MM",Pistón fundición VERTEX,166.97,137.99,89.69,8430525676565,0,8409910090,0,1,Ø55.00 VERTEX DIE-CAST PISTON FOR YAMAHA,Ø55.00 VERTEX DIE-CAST PISTON FOR YAMAHA,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,000 mm",352,188,90,63,62,Aluminio,Estándar,,,,,,,,,2T,,100,https://api.mybihr.com/medias/1095040006-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRFpsTDJnNE5pODRPVGd5TlRRMU1qQXpNak13THpFd09UVXdOREF3TURZdE1WODRNREJYZURnd01FZ3xlY2VmMjBmYjY5NTI4ZGQ5YjcxZDM2MDRlNGZjMGE0MWIyZjIxNzA5MGZmYWFmMjI4YjNiYjI4ZWFjYTJkZTE4,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095040007,9428D200,22806200,VERTEX,"VERTX PISTON 22806, 56,00MM",Pistón fundición VERTEX,166.97,137.99,89.69,22806200,1,8409910090,0,1,Ø56.00 VERTEX DIE-CAST PISTON FOR YAMAHA,Ø56.00 VERTEX DIE-CAST PISTON FOR YAMAHA,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 56,000 mm",360,200,88,63,65,Aluminio,Estándar,,,,,,,,,2T,,200,https://api.mybihr.com/medias/1095040007-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRFJsTDJobE1TODRPVEExTnpJek56UXdNVGt3THpFd09UVXdOREF3TURjdE1WODRNREJYZURnd01FZ3w0MWQxMTExMzU1NGU0Y2RhMmIzZTA5NmQ2MGYzZjA4Y2E0OTNmOGI1YjhmZjZiMTMzN2M0NDMyZjlmMDlmMjEw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
