PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro del cilindro (mm),Diámetro Ø (mm),Eslabones de cadena,Nº de segmentos,Referencias OEM,Relación de compresión,Sobremedida,Tipo de cadena de distribución,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1095018002,9103D050,22024050,VERTEX,"VERTX PISTON 22024, 41,50MM",Pistón fundición VERTEX,58.02,47.95,14.15,22024050,1,8409910090,0,1,41.5MM PISTON FOR 50 SCOOTER,41.5MM PISTON FOR 50 SCOOTER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 41,500 mm",151,80,46,47,70,,Estándar,,,,1,,,,,2T,,050,https://api.mybihr.com/medias/1095018002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0NDl8aW1hZ2UvanBlZ3xhREl6TDJnek9TODRPVE13TXpFMU9EWXlNRFEyTHpFd09UVXdNVGd3TURJdE1WODRNREJYZURnd01FZ3w4OWJkNTUxZTQyOWJhYzNiMTEwNTEyODM1ZWMzOTJmYzlkMTc5ZWU3M2IwNDM3NzgzZTZiZjg5NDhmNTE4MDc1,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095018005,9103D125,22024125,VERTEX,"VERTX PISTON 22024, 42,25MM",Pistón fundición VERTEX,58.02,47.95,31.17,8430525989054,2,8409910090,0,1,42.25MM PISTON FOR 50 SCOOTER,42.25MM PISTON FOR 50 SCOOTER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 42,250 mm",151,90,46,47,70,,Estándar,,,,1,,,,,2T,,125,https://api.mybihr.com/medias/1095018005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0NDl8aW1hZ2UvanBlZ3xhR0V4TDJneE15ODRPVFV3TnpnNE5qVXpNRGcyTHpFd09UVXdNVGd3TURVdE1WODRNREJYZURnd01FZ3wyYzBmYmEyNTM3Y2VjZjUwMDk5YzQwMDM2MTEwYTU4YzYyNWVkODg5ZTJkYmM1NzU1MjMyM2JlMDcwMTRlMTcw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095018001,9103D025,22024025,VERTEX,"VERTX PISTON 22024, 41,25MM",Pistón fundición VERTEX,58.02,47.95,16.45,8430525989016,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 41,250 mm",151,80,46,47,70,,Estándar,,,,1,,,,,2T,,025,https://api.mybihr.com/medias/1095018001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0NDl8aW1hZ2UvanBlZ3xhREV3TDJneU1pODRPVFF5TlRBek56SXpNRE00THpFd09UVXdNVGd3TURFdE1WODRNREJYZURnd01FZ3w3NWFiYjhmZjgxMzI4NGI5ZjRkMzc0YTQ4YTBlNDEyNjQ3OTlkZmI4NDIzNDcyN2Q3YThkYzBmOTNhMzJiYzZi,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095349003,255018DC,23848C,VERTEX,"VERTX PISTON 23848, 87,98MM",Pistón forjado VERTEX,293.79,242.80,157.82,23848C,10,8409910090,0,1,VERTEX FORGED PISTON Ø87.98 KTM SX-F350,VERTEX FORGED PISTON Ø87.98 KTM SX-F350,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 87,980 mm",862,326,111,111,70,,Alta compresión,,,,,,,,,4T,,C,https://api.mybihr.com/medias/1095349003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhR0kxTDJnNE1TODRPVE0yTmpNeU5UZ3lNVGMwTHpFd09UVXpORGt3TURNdE1WODRNREJYZURnd01FZ3w2YzBjZDhjYzg3MThlZjQ4N2IxOTUyNGNjNmM1MjQyN2JiMTNhYzdlNjJiNjNhODdmYmIxYzlkMjIwMjk2MTFm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095349002,255018DB,23848B,VERTEX,"VERTX PISTON 23848, 87,97MM",Pistón forjado VERTEX,293.79,242.80,157.82,8430525679627,2,8409910090,0,1,VERTEX FORGED PISTON Ø87.97 KTM SX-F350,VERTEX FORGED PISTON Ø87.97 KTM SX-F350,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 87,970 mm",830,322,110,111,68,Aluminio,Alta compresión,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095349002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRFE1TDJobFpTODRPVFEzTmpNNE56TXdOemd5THpFd09UVXpORGt3TURJdE1WODRNREJYZURnd01FZ3wwMzE0NWM1NjFiZDI0NjE2YWZlNTc1N2EyMTFlYzhmODAzMThkMDg2OGYwY2VlZmIyMjYwYTJlNmU4YmQzNWNk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095349001,255018DA,23848A,VERTEX,"VERTX PISTON 23848, 87,96MM",Pistón forjado VERTEX,293.79,242.80,157.82,8430525679610,10,8409910090,0,1,VERTEX FORGED PISTON Ø87.96 KTM SX-F350,VERTEX FORGED PISTON Ø87.96 KTM SX-F350,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 87,960 mm",838,323,111,111,68,Aluminio,Alta compresión,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095349001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRGxpTDJoak5DODRPVFF5TlRRM056WXpNak13THpFd09UVXpORGt3TURFdE1WODRNREJYZURnd01FZ3w0YjkwMmFhOGJjODBhMGU3YmY4MTQ1NzQ3OTk0NWM0MDUwNDJmZTc1M2NjMWE1NDAzZDJlMmEwNjI3MGNiNWYx,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1006159,19900019,711162,VERTEX,VERTX PISTON PIN,Bulón de pistón Vertex - 15x41 mm,8.09,6.69,4.35,711162,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,30,30,54,25,22,,,,,,,,,,,,,,https://api.mybihr.com/medias/1006159-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTIyNzl8aW1hZ2UvanBlZ3xhR1UyTDJnNU1TODRPVE0wTnprNU16YzJOREUwTHpFd01EWXhOVGt0TVY4NE1EQlhlRGd3TUVnfDZjMzY4OWQzZDE3MzJhYzc3MGY0OTFhNTQ1ODYwNDZiOWEyOTAzOGE4NWUyMzFjMmZhNjk4ZWVhYTFjOGJhYTE,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095183003,,22800A,VERTEX,"VERTX PISTON 22800, 55,94MM",Pistón fundición VERTEX,158.38,130.89,85.08,22800A,2,8409910090,0,1,PISTON FOR RGV125/2501992-9855.94MM,PISTON FOR RGV125/2501992-9855.94MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,940 mm",395,200,64,65,95,Aluminio,Estándar,,,,,,,,,,,A,https://api.mybihr.com/medias/1095183003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR014TDJobU5TODRPVE0yTmpJek1UUTBPVGt3THpFd09UVXhPRE13TURNdE1WODRNREJYZURnd01FZ3xmYjk5Yzg5OWRjNjBkYzkyNzU0MTM1OGE5ZDFhZDQ5NTRiZmZlMDkyOTJiNzFmYzRiZTI2ZWRkNDRhNzIyMWM0,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095183004,,22800C,VERTEX,"VERTX PISTON 22800, 55,96MM",Pistón fundición VERTEX,158.38,130.89,85.08,22800C,1,8409910090,0,1,PISTON FOR RGV125/2501992-9855.96MM,PISTON FOR RGV125/2501992-9855.96MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,960 mm",395,200,64,65,95,Aluminio,Estándar,,,,,,,,,,,C,https://api.mybihr.com/medias/1095183004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR0U0TDJneVpDODRPVE13TXpRME16Y3dNakEyTHpFd09UVXhPRE13TURRdE1WODRNREJYZURnd01FZ3xiZWQ0OTE0OGU0MDE2ZGYzMWI3ZmFlZjI3ZWQ0YjZhYTYwYTJjYjkxZTIyMmFhMDdmNGRiZDlkZjdiYTZhZWY2,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095183002,10400314,22800D,VERTEX,"VERTX PISTON 22800, 55,97MM",Piston VERTEX,158.38,130.89,40.71,22800D,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,970 mm",401,204,95,65,65,Aluminio,,,,,,,,,,,,D,,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095183001,10400313,22800B,VERTEX,"VERTX PISTON 22800, 55,95MM",Piston VERTEX,158.38,130.89,85.08,22800B,5,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,950 mm",379,204,94,65,62,Aluminio,,,,,,,,,,,,B,,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095449002,251067DB,24268B,VERTEX,"VERTX PISTON 24268, 76,96MM",Pistón forjado VERTEX,251.22,207.62,134.95,24268B,1,8409910090,0,1,"VERTEX Piston Ø76,96mm High Compression Kawasaki KX250F","VERTEX Piston Ø76,96mm High Compression Kawasaki KX250F",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,960 mm",794,244,110,111,65,,Alta compresión,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095449002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREptTDJoaE55ODRPVFEzTmpRMU9EQTROamN3THpFd09UVTBORGt3TURJdE1WODRNREJYZURnd01FZ3xiMTI4ODIyZmMyNmI0MzdiYzgwM2UwZGFkZDVmYWFhNGVmZTczMjA1ZGQyMTUwMTgzNjYxMTk4NzkyMzNkNjFj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095449003,251067DC,24268C,VERTEX,"VERTX PISTON 24268, 76,97MM",Pistón forjado VERTEX,251.22,207.62,134.95,24268C,4,8409910090,0,1,"VERTEX Piston Ø76,97mm High Compression Kawasaki KX250F","VERTEX Piston Ø76,97mm High Compression Kawasaki KX250F",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,970 mm",764,233,111,111,62,,Alta compresión,,,,,,,,,4T,,C,https://api.mybihr.com/medias/1095449003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFprTDJnd1lTODRPVFUzTVRVek5EYzJOak00THpFd09UVTBORGt3TURNdE1WODRNREJYZURnd01FZ3xhYzYxYzljNzdlOTVhMTVmNTM0MTNhY2JiMWMwMWEwZGJjNjBkOTE1ZmI0NWRjNDg4ODdkYTU4Yzc3Y2FjZjk0,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095449001,251067DA,24268A,VERTEX,"VERTX PISTON 24268, 76,95MM",Pistón forjado VERTEX,251.22,207.62,134.95,24268A,2,8409910090,0,1,"VERTEX Piston Ø76,95mm High Compression Kawasaki KX250F","VERTEX Piston Ø76,95mm High Compression Kawasaki KX250F",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,950 mm",794,244,110,111,65,Aluminio,Alta compresión,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095449001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREpqTDJneVpDODRPVE13TXpnd056UXlOamcyTHpFd09UVTBORGt3TURFdE1WODRNREJYZURnd01FZ3wxNDM1NzFmODVhYTFiNjE0ZWNlOTQ3Y2RiZmI0NGM3NDZiNmVkMDhmMTUwMTE1Y2UyYmVhOWVhNzVjMmNmNDIz,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095449004,251067DD,24268D,VERTEX,"VERTX PISTON 24268, 76,98MM",Pistón forjado VERTEX,251.22,207.62,134.95,8430525251021,2,8409910090,0,1,"VERTEX Piston Ø76,98mm High Compression Kawasaki KX250F","VERTEX Piston Ø76,98mm High Compression Kawasaki KX250F",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,980 mm",736,232,107,111,62,Aluminio,Alta compresión,,,,,,,,,4T,,D,https://api.mybihr.com/medias/1095449004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREZpTDJobE15ODRPVEUwTkRJNU5UUXlORE13THpFd09UVTBORGt3TURRdE1WODRNREJYZURnd01FZ3wzYTk1Yzk1NDg2NmMyMjAwNjE1OWJmNTMzOTJlMGFhNzU2Nzk3MWQyZTc1ODg1MjdlNzExODYwOTdiNjIzMDNk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117633,,8898XRH2015112,VERTEX,VERTX TIMING CHAIN,Cadena de distribución VERTEX silenciosa - 112 eslabones,144.40,119.34,77.57,8898XRH201511,0,8409990090,0,1,"<p>Las cadenas de distribuci&oacute;n Vertex han sido desarrolladas y utilizadas por muchos equipos en los Campeonatos del Mundo de MX y Enduro de los que el fabricante es proveedor oficial. Silenciosas en su funcionamiento y con un gran nivel de rendimiento, pueden utilizarse en el reacondicionamiento de la distribuci&oacute;n o en la puesta a punto de carrera de su motocicleta off-road.</p>
<ul>
<li>Cadena silenciosa</li>
<li>El exclusivo tratamiento t&eacute;rmico de los eslabones crea una excelente resistencia a la fricci&oacute;n y a los impactos</li>
<li>Dise&ntilde;ada para superar las especificaciones y tolerancias del OEM</li>
</ul>","
Las cadenas de distribución Vertex han sido desarrolladas y utilizadas por muchos equipos en los Campeonatos del Mundo de MX y Enduro de los que el fabricante es proveedor oficial. Silenciosas en su funcionamiento y con un gran nivel de rendimiento, pueden utilizarse en el reacondicionamiento de la distribución o en la puesta a punto de carrera de su motocicleta off-road.

Cadena silenciosa
El exclusivo tratamiento térmico de los eslabones crea una excelente resistencia a la fricción y a los impactos
Diseñada para superar las especificaciones y tolerancias del OEM
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,220,272,167,88,15,,,,,,,,,,Silencioso,,,,https://api.mybihr.com/medias/800Wx800H-1117633-1.jpg?context=bWFzdGVyfHJvb3R8NDAxMDF8aW1hZ2UvanBlZ3xhREZoTDJnNU1TODROalkxTURNd05USTBPVE14TUM4NE1EQlhlRGd3TUVoZk1URXhOell6TXkweExtcHdad3wwOTRiNmE2NjM4M2IzZGNjOWVkM2U3MGU4MGZlOWVjMWEyZGYxMTMwNWMyZDg2ZmIxMWE4NmNiZjA4ZDFjM2Jj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1006150,CV24,72103,VERTEX,VERTX CIRCLIPS 24MM,Circlip Vertex Ø24,0.56,0.46,0.30,8430525820609,8,8409910090,0,1,Se suministra 1 Ud.,Se suministra 1 Ud.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,41,100,102,45,9,,,,,,,,,,,,,,https://api.mybihr.com/medias/1006150-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjIwNjB8aW1hZ2UvanBlZ3xhR1E1TDJobFpDODRPVEkwTlRRNU5qUTBNekU0THpFd01EWXhOVEF0TVY4NE1EQlhlRGd3TUVnfGVlYjZiNDZhOTY4OWI2M2RmMTI3YjkwMGRjNzdkYzMzOGM0NzgzMzI4MTRiYmE1N2JmODc4ZmYxZmQ5YWEzNTA,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1006139,CV21,72067,VERTEX,VERTX CIRCLIPS 21MM,Circlip Vertex Ø21,0.56,0.46,0.30,8430525820593,4,8409910090,0,1,Se suministra 1 Ud.,Se suministra 1 Ud.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,8,11,44,47,4,,,,,,,,,,,,,,https://api.mybihr.com/medias/1006139-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjIwNjB8aW1hZ2UvanBlZ3xhRFZqTDJoaFlpODRPRGN6TURZME5USTVPVFV3THpFd01EWXhNemt0TVY4NE1EQlhlRGd3TUVnfDNjN2ZlNmMxNmFlZmY4NzY3N2E3MTAxYTlhOWZiZjM0Yzk1MTEwYTk0NzJjMzQ2ODU0NTg3MWZiNjlmMjAzN2Q,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1006133,CV14,72050,VERTEX,VERTX CIRCLIPS 14MM,Circlip Vertex Ø14,0.56,0.46,0.30,8430525820425,0,8409910090,0,1,Se suministra 1 Ud.,Se suministra 1 Ud.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,8,11,44,47,4,,,,,,,,,,,,,,https://api.mybihr.com/medias/1006133-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjIwNjB8aW1hZ2UvanBlZ3xhR0l4TDJoaE9TODVNREV5TkRJMk1qRXhNelU0THpFd01EWXhNek10TVY4NE1EQlhlRGd3TUVnfDk4OTE4ZTRlNDYwZGMwNDhiN2NkNWM1YjY0MTUyN2M5NjcxMjAxODEwMzIzNzMwYzc2NDA3NzU3ZDQ1ZjFkNTg,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117621,,590339000001,VERTEX,"VERTX PISTON RING 38,95MM",Segmento VERTEX - Ø38.95 mm,40.47,33.45,21.74,590339000001,0,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;38,95 mm<p></p>","
Segmento único para pistón Vertex Ø38,95 mm
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,61,8,92,66,10,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117621-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTJ8aW1hZ2UvanBlZ3xhR0V6TDJoaFppOHlOalV6T0RBME5UWTJPVFF3Tmk4eE1URTNOakl4TFRGZk9EQXdWM2c0TURCSXxjOGIxNWQyMmJkOWRhYTY3Nzg5MWI5MDk4MTBjZDE1ZWM4NTRmMDU1NTI0MDA1YTkyM2UzNGNhMTYxNjY5NmZl,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117624,,590340000001,VERTEX,"VERTX PISTON RING 39,95MM",Segmento VERTEX - Ø39.95 mm,40.47,33.45,21.74,590340000001,0,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;39,95 mm</p>","
Segmento único para pistón Vertex Ø39,95 mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,56,8,79,55,13,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117624-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTJ8aW1hZ2UvanBlZ3xhR0UxTDJnM01TOHlOalUwTVRBMk1UVXdOVEExTkM4eE1URTNOakkwTFRGZk9EQXdWM2c0TURCSXwyZmIxNGE3NTk3ZDc2MzA0ZTYxODNlMjNhYmEwNTFmM2U5NGIzN2RiNDA0YzY1MTI2M2FmYWI5NTUxZDMyM2Fj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117613,,53009804700,VERTEX,"VERTX PISTON RING 46,94MM",Segmento VERTEX - Ø46.94 mm,21.91,18.11,11.77,53009804700,0,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;46,94 mm</p>","
Segmento único para pistón Vertex Ø46,94 mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,10,7,65,31,5,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117613-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY3NzZ8aW1hZ2UvanBlZ3xhR1UzTDJobU1TOHlOekk0TVRjME5UY3dOekF6T0M4eE1URTNOakV6TFRGZk9EQXdWM2c0TURCSXxjNmVlZGM4NzQ4YjkzYmFmZGFkYmI5NDJhNjFiMGNjMmYwZjFlZThjMmU2YTcyNzRmMzQ3YmQ0YWM5ZDRlZjAx,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1111425,,53008004350,VERTEX,VERTX PISTON RING,Segmento VERTEX Ø43.5MM,21.91,18.11,11.77,53008004350TK,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,140,4,97,72,20,,,,,,,,,,,,,,https://api.mybihr.com/medias/1111425-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTJ8aW1hZ2UvanBlZ3xhR0prTDJneU9DOHhNek13TnpNNE5Ea3lNakUwTWk4eE1URXhOREkxTFRGZk9EQXdWM2c0TURCSXwxY2RlMmJhZTcxNzRiZDUwYTNlY2ZiN2E5MGQ4MjI2YWJiNWU3ZjAwYzVjMTM0ZWM3MDUwMTFmNjRlYjMxZjkz,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117623,,590339800001,VERTEX,"VERTX PISTON RING 39,75MM",Segmento VERTEX - Ø39.75 mm,40.47,33.45,21.74,590339800001,0,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;39,75 mm</p>","
Segmento único para pistón Vertex Ø39,75 mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,34,9,68,50,10,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117623-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTJ8aW1hZ2UvanBlZ3xhRGd5TDJobFpDOHlOalV6T0RBME5qUTFOVGd6T0M4eE1URTNOakl6TFRGZk9EQXdWM2c0TURCSXxmM2Q2NTA4ZTc4N2NlNzQ1Mjk3ZjE0MjIzMjRlYzJhY2FkNWE4MTcxZmM1NjJkYzIzNjQ3NWZhMTg4NGUxODYy,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117610,,53010007300,VERTEX,"VERTX PISTON RING 72,95MM",Segmento VERTEX - Ø72.95 mm,35.14,29.04,18.88,53010007300,0,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;72,95 mm</p>","
Segmento único para pistón Vertex Ø72,95 mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,21,9,68,61,5,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117610-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTJ8aW1hZ2UvanBlZ3xhR1kzTDJobVpDOHlOalV6T0RBME1UTTBOREF6TUM4eE1URTNOakV3TFRGZk9EQXdWM2c0TURCSXwyYmNlN2I1MGE1ZjA2ZmNlYmVkY2UwMjkxNDVhY2QyOGJmNTViNzY3ZjhhZWY5OTA3NDg1ZGZhYjhhNjQ2MGI3,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117622,,590339400001,VERTEX,"VERTX PISTON RING 39,35MM",Segmento VERTEX - Ø39.35 mm,40.47,33.45,21.74,590339400001,0,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;39,35 mm</p>","
Segmento único para pistón Vertex Ø39,35 mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,35,9,83,52,8,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117622-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTJ8aW1hZ2UvanBlZ3xhREV3TDJobVlpOHlOalV6T0RBME5qQTJNall5TWk4eE1URTNOakl5TFRGZk9EQXdWM2c0TURCSXw5ZDlhNmYxMTk1ZjNkZTljOTJmN2VkZjIzNDE1OGNmNGViYzc2Y2I0MmIwNGIxMGUyOWIxODQ4YTcwYzYwZThm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117614,,55910005400,VERTEX,"VERTX PISTON RING 54,00 MM",Segmento VERTEX - Ø53.94 mm,30.06,24.84,16.15,55910005400N8,1,8409990090,0,1,"<p>Segmento &uacute;nico para pist&oacute;n Vertex &Oslash;53,94 mm</p>","
Segmento único para pistón Vertex Ø53,94 mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,11,10,66,34,5,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117614-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc4NDV8aW1hZ2UvanBlZ3xhR05qTDJoaU9DOHlOekk0TVRjME5qRXdNREkxTkM4eE1URTNOakUwTFRGZk9EQXdWM2c0TURCSXw4MGY5MTVkYTM0ZGExMjg0NDA1OTZiMDhhOWQ0ODg4OWJhMmQxMWJkMzJlYmNjZWY2MjIzNjI0ZmU3YzEwYTVm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
