PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Embalaje,Referencias OEM,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1015032,830311,1486.78,DELL ORTO,DELLO JET PHBG/SHA 78,Chiclé de alta DELLORTO PHBG/SHA 78 (5mm),3.27,2.70,1.76,1486.78,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,2,13,13,5,,,https://api.mybihr.com/medias/1015032-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFV5TDJnMk1pODRPVEF4TnpRMU1UUTNPVE0wTHpFd01UVXdNekl0TVY4NE1EQlhlRGd3TUVnfGY3ZmU1ZDFhOGJiNjQzODc2NDMzOTAzM2Q3NjRmZTRiN2ZiOTBkZTgwM2NlMjllNmVmYTBiYTQ2NGIzZjE5NWY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015034,830313,1486.82,DELL ORTO,DELLO JET PHBG/SHA 82,Chiclé de alta DELLORTO PHBG/SHA 82 (5mm),3.27,2.70,1.76,1486.82,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,12,100,38,27,12,,,https://api.mybihr.com/medias/1015034-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFJtTDJnd1l5ODRPVFV6TWpRMk56YzNNemMwTHpFd01UVXdNelF0TVY4NE1EQlhlRGd3TUVnfGRkMmE0YjYyYjViMWU1Njg0ZTlkOTE4NDUyZGM0ZmU1NzhjNDRmZjMxMTQwYWYwMGM1YjJiZmE5MTQ3NzU0YWY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015097,820051,16954,DELL ORTO,DELLO SPAREPARTS NEEDLE VALVE KIT,Aguja flotador y asiento carburador DELLORTO VHST 28MM,52.39,43.30,28.15,16954,1,8409910090,0,1,"<p>Kit Dell’orto 16954.300.33 para carburadores VHST, medida 300.</p>
<p>Incluye Aguja flotador, asiento y arandela de fibra para carburadores Dell’orto VHST. La aguja tiene un clip para engancharla al brazo del flotador.</p>","
Kit Dell’orto 16954.300.33 para carburadores VHST, medida 300.

Incluye Aguja flotador, asiento y arandela de fibra para carburadores Dell’orto VHST. La aguja tiene un clip para engancharla al brazo del flotador.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/800Wx800H-1015097-1.jpg?context=bWFzdGVyfHJvb3R8MzE1MDd8aW1hZ2UvanBlZ3xhRGxoTDJoaU1pODNPVFUzTXpBek1EUXdOREV5Tmk4NE1EQlhlRGd3TUVoZk1UQXhOVEE1TnkweExtcHdad3xlY2JkNmE4ZmQyOGMxNzZjNzY0ODQ5NWVmOWVjN2ZmYWUzNWNmZDk1Y2EyNTkzNTIxOWE3NTI5ZTRkYjUwNjE4,https://api.mybihr.com/medias/800Wx800H-1015097-2.jpg?context=bWFzdGVyfHJvb3R8NDc0OTF8aW1hZ2UvanBlZ3xhREZqTDJoaFlpODNPVFUzTXpBek1EWTJOakkzTUM4NE1EQlhlRGd3TUVoZk1UQXhOVEE1TnkweUxtcHdad3w5ZTE3NDRjNTc5YzI2ZmMxYTY3ZmQ1ODMyMjNkZTJmY2FhMzlmMGI3NmVmNDMwMzMyOGU2NGNhNWVkYWU0ZmRl,https://api.mybihr.com/medias/800Wx800H-1015097-3.jpg?context=bWFzdGVyfHJvb3R8MzA3Mjh8aW1hZ2UvanBlZ3xhR1V6TDJnMU5TODNPVFUzTXpBek1UQTFPVFE0Tmk4NE1EQlhlRGd3TUVoZk1UQXhOVEE1TnkwekxtcHdad3wwZGMzYjVhZjVlZDcxNjY3MjRmMmZhNzBiZTM1ZWJkNTBiN2Q0NzY4MTkxNjJlYTAyY2E5YmJmYjIyY2MzYjE4,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015098,820052,52627,DELL ORTO,DELLO SPAREPARTS GASKET KIT,Juntas carburador DELLORTO VHST 28MM,14.16,11.70,7.61,52627,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,190,4,149,106,12,,,https://api.mybihr.com/medias/800Wx800H-1015098-1.jpg?context=bWFzdGVyfHJvb3R8OTgxMDJ8aW1hZ2UvanBlZ3xhRFJtTDJoak55ODJOVEF6T1RZMk9EQTFNVGs1T0M4NE1EQlhlRGd3TUVoZk1UQXhOVEE1T0MweExtcHdad3xmMDM4ZWExZjA2Y2MyYzIzYTI2NTRlZmQ1YjJhZDE3NmQ0Y2JjODc0NjkyNDM3YzYyYjcyZTQxOWEzYmUxZTQ5,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015105,820049,14958_00,DELL ORTO,DELLO SPAREPARTS VALVE SLIDE WASHER,Asiento aguja carburador DELLORTO PHBG 19-21MM,1.57,1.30,0.85,14958_00,4,8409910090,0,1,"<p>Recambios Dellorto para carburador:</p><ul><li>Arandela de v&aacute;lvula</li><li>Expresamente para carburadores Dellorto PHBG, 19-21&thinsp;mm</li><li>Mismas medidas que las del montaje de f&aacute;brica</li><li>Para un reacondicionamiento al mejor precio, sin comprometer la calidad.</li></ul>","
Recambios Dellorto para carburador:Arandela de válvulaExpresamente para carburadores Dellorto PHBG, 19-21 mmMismas medidas que las del montaje de fábricaPara un reacondicionamiento al mejor precio, sin comprometer la calidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/1015105-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwNzh8aW1hZ2UvanBlZ3xhR0psTDJoa055ODRPVEkyTkRjMk1EQTVOVEF5THpFd01UVXhNRFV0TVY4NE1EQlhlRGd3TUVnfDBlZWE5NTViZWE5NTJmMTM2Yzc3ZDczZTlmNGJkMzZkYWY1N2EwMzdlMDkwNTIxMTJmYWNlZDc4OTQyYWI3Mjk,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1089763,19300053,90100180,DELL ORTO,"DELLO SPARE PART FLOATER 12,5 GR","Flotador 12,5gr para carburadores DELLORTO PHBH-PHBL-VHST",15.13,12.50,8.13,90100180,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Floater for PHBH-PHBL-VHST carburetors</p></body> </html>","       Floater for PHBH-PHBL-VHST carburetors ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,65,10,55,44,27,,,https://api.mybihr.com/medias/800Wx800H-1089763-1.jpg?context=bWFzdGVyfHJvb3R8MTMwNDR8aW1hZ2UvanBlZ3xhRFV3TDJobU9TODJNekV6TXpNeE9UTTVOelF3Tmk4NE1EQlhlRGd3TUVoZk1UQTRPVGMyTXkweExtcHdad3wzYTBhZTc1MmQzNzc0ZGQ1ZWMxOTZmY2FmYTMzMGYyZWQ2YTczZjY3YzdiYTg0NmM3NWQ0ZjAyZjUyMzg2NjRl,https://api.mybihr.com/medias/800Wx800H-1089763-2.jpg?context=bWFzdGVyfHJvb3R8MTEzMDV8aW1hZ2UvanBlZ3xhR0l3TDJobFlpODJNekV6TXpNeE9UYzVNRFl5TWk4NE1EQlhlRGd3TUVoZk1UQTRPVGMyTXkweUxtcHdad3wyZjM4YTRkMzNlMDMyMGQ5ZDNjMzlhNWNhNmQ2ODBjNjYyYTgyOWVlYTlmYjI0Y2M5ODc4ZWVjMzIxMDcxZTYy,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1089764,19300051,943622533,DELL ORTO,DELLO SPARE PART NEEDLE - 225,Aguja flotador 225 para carburadores DELLORTO PHBH-PHBL-VHBZ,14.64,12.10,7.87,943622533,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Needle for carburetors PHBH-PHBL-VHBZ</p></body> </html>","       Needle for carburetors PHBH-PHBL-VHBZ ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,7,6,20,25,14,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015102,820046,13678_00,DELL ORTO,DELLO SPAREPARTS TANK PHBN/PHVA,Cuba carburador DELLORTO PHBN/PHVA,6.41,5.30,3.45,13678_00,8,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,71,17,49,50,29,,,https://api.mybihr.com/medias/1015102-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkxNDJ8aW1hZ2UvanBlZ3xhRGsxTDJoak9TODRPVEkwTURRNU1UUTFPRGcyTHpFd01UVXhNREl0TVY4NE1EQlhlRGd3TUVnfDNiMjVlMjdjZmRlZWY3NWNmNDYwMjY1MTNiZmY3NzgxYzRmZWZhNzI5NGJlNjQ3M2M5YWQyYjZkZTE2NzA3ZTQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014967,830001,01389,DELL ORTO,"DELLO CARBURETOR PHVA 17,5","Carburador DELLORTO 17,5 PHVA minarelli horizontal",118.58,98.00,63.70,01389,34,8409910090,0,1,"<p>Para motores de scooter de 50cc.<br>
Especialmente adecuado para motores Minarelli horizontales (Booster).</p>
<p>Atención, este carburador se entrega sin sistema de starter.</p>
<p>Starter con ref. 1015118</p>","
Para motores de scooter de 50cc.
Especialmente adecuado para motores Minarelli horizontales (Booster).

Atención, este carburador se entrega sin sistema de starter.

Starter con ref. 1015118",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1116,395,150,93,80,,,https://api.mybihr.com/medias/1014967-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU0NTkyfGltYWdlL2pwZWd8YUdFMEwyZ3pZaTh5T0RVMU56VTBPVE13TlRnNE5pOHhNREUwT1RZM0xURmZPREF3VjNnNE1EQkl8YzBlMzI0ZjYyZjYyYTY3YzE5NWZhOWYzMTc0NGJmMzI0YmU0YWI3MjBhMzM3MGRkZWNhZDA4YTg1MjJhYzljOA,https://api.mybihr.com/medias/1014967-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTkwMjB8aW1hZ2UvanBlZ3xhRFkwTDJneU1DOHlPRFUxTnpVME9EY3hOakEyTWk4eE1ERTBPVFkzTFRKZk9EQXdWM2c0TURCSXxkMjdhYmI4MGJlZmI2MmJiOTZkNDg1Nzc3YzI4ZTk4YWMxMDE0NjM2MWFkZTdmODUyMzUwZjNjMGJhZThiZTk4,https://api.mybihr.com/medias/1014967-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjM2MzA5fGltYWdlL2pwZWd8YUdVMkwyZ3hPQzh5T0RVMU56VTBPRGszT0RJd05pOHhNREUwT1RZM0xUTmZPREF3VjNnNE1EQkl8ZmVhM2VkNGFlNjQ5MWVjMzQ3NTAzNTQxZTE5ZTQwZDYxNzAwM2Y2NjIxOTY2YzY2NTYyZDY0MGI5MjU2ODNiMw,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014972,830004,02631,DELL ORTO,DELLO CARBURETOR PHBG 19,Carburador DELLORTO PHBG 19 DS,131.89,109.00,70.85,02631,0,8409910090,0,1,"<p><strong>DATOS TÉCNICOS:</strong>&nbsp;</p>
<ul>
	<li>Venturi Ø19mm</li>
	<li>Motor 2t</li>
	<li>Starter Cable</li>
	<li>Diámetro conexión al motor Ø25mm</li>
	<li>Diámetro de entrada de aire M32X1,25</li>
	<li>Lubricación separada Sí</li>
</ul>
","
DATOS TÉCNICOS: 

	Venturi Ø19mm
	Motor 2t
	Starter Cable
	Diámetro conexión al motor Ø25mm
	Diámetro de entrada de aire M32X1,25
	Lubricación separada Sí

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1101,460,148,93,80,,,https://api.mybihr.com/medias/800Wx800H-1014972-1.jpg?context=bWFzdGVyfHJvb3R8ODk0MDd8aW1hZ2UvanBlZ3xhR0l3TDJoak9DODBOek15TlRnNE16ZzVNVGMwTWk4NE1EQlhlRGd3TUVoZk1UQXhORGszTWkweExtcHdad3xkZTBmZTlmN2QzODBkODJkM2ZiMjRkODQ3NTA5MjFhNWVkYzg5MDdjMTE2N2MwNjc0N2EwYzQ5OTcyODY3Njlm,https://api.mybihr.com/medias/800Wx800H-1014972-2.jpg?context=bWFzdGVyfHJvb3R8OTM2MjF8aW1hZ2UvanBlZ3xhR1UyTDJobE9DODBOek15TlRnNE5EQTRPRE0xTUM4NE1EQlhlRGd3TUVoZk1UQXhORGszTWkweUxtcHdad3w2MzQ5NDYyMGM1NWNlZWU0MjVhMDk1YmI0YThiZjU4ZjU0MTVhODc5ZjEyNWUxYmVjNjkzMmM5MDY2ZTVhZWEz,https://api.mybihr.com/medias/800Wx800H-1014972-3.jpg?context=bWFzdGVyfHJvb3R8NjkxNDd8aW1hZ2UvanBlZ3xhRE0wTDJobVlpODBOek16TVRjeE56QTFORFE1TkM4NE1EQlhlRGd3TUVoZk1UQXhORGszTWkwekxtcHdad3xiODY4ZTFlOGVlMDhhNGQ5NTdmMzk5ODliNTVlMGU2NWMzNjk3MWY3NGQzNDdlNmM3ZDU5Zjk4MDgxOWQ4MmRj,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015037,830316,1486.90,DELL ORTO,DELLO JET PHBG/SHA 90,Chiclé de alta DELLORTO PHBG/SHA 90 (5mm),3.27,2.70,1.76,1486.90,5,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,2,17,13,12,,,https://api.mybihr.com/medias/1015037-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREkwTDJnME15ODRPVE00TlRneU9UWTJNekF5THpFd01UVXdNemN0TVY4NE1EQlhlRGd3TUVnfGVkNGRhYjU3NDM2NDAzNDJkYzNiMjYzN2E3YWExZTU3MTNlNzk5ZjRmODNmNWM3YjFhNzhlMTVlZjdiZTg4Zjk,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015069,830402,6413.70,DELL ORTO,DELLO JET PHBN/PHVA 70,Chiclé de alta DELLORTO PHBN/PHVA 70 (6mm),4.24,3.50,2.28,6413.70,8,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,100,14,22,12,,,https://api.mybihr.com/medias/1015069-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGMwTDJoa055ODRPVE00TXprek9EazBPVFF5THpFd01UVXdOamt0TVY4NE1EQlhlRGd3TUVnfGU4Mjc2MmVlZTEzMWQyMDc4YjM3NjI0YWI0YmIxZGI5ODMzMDBlYzg4ZWY2ZDQ3YjU0ZjE2NjFkMDdhNmI1OTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015057,830415,6413.102,DELL ORTO,DELLO JET PHBN/PHVA 102,Chiclé de alta DELLORTO PHBN/PHVA 102 (6mm),4.24,3.50,2.28,6413.102,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,11,100,27,34,12,,,https://api.mybihr.com/medias/1015057-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREUxTDJobVppODRPVEF4TXpneU1qYzFNVEF5THpFd01UVXdOVGN0TVY4NE1EQlhlRGd3TUVnfDQ2YzllNjU5MGUxMzUyM2Q0NTI0NGM0MzY4Y2UwN2I1NWRlN2M1YmExMjliZDQyYmVmMzYwZGI1OTI5M2UwM2Q,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015058,830416,6413.105,DELL ORTO,DELLO JET PHBN/PHVA 105,Chiclé de alta DELLORTO PHBN/PHVA 105 (6mm),4.24,3.50,2.28,6413.105,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,2,11,10,10,,,https://api.mybihr.com/medias/1015058-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFl6TDJoa01DODRPVE0wT0RjeU1UZzJPVEV3THpFd01UVXdOVGd0TVY4NE1EQlhlRGd3TUVnfDJiYjJlMTFkZWQ1MGQ5NzMzMjRkMDI4NGU0NTMwNTBhZDA2ZGUwMDgyNDYyM2ExNmEyYjc5MGYwMWVjNTFjZWE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015059,830417,6413.108,DELL ORTO,DELLO JET PHBN/PHVA 108,Chiclé de alta DELLORTO PHBN/PHVA 108 (6mm),4.24,3.50,2.28,6413.108,6,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,7,11,10,10,,,https://api.mybihr.com/medias/1015059-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREV5TDJnNFlpODRPRGN6TlRZNU5qZ3hORE00THpFd01UVXdOVGt0TVY4NE1EQlhlRGd3TUVnfDA1ZDJlOTM1MTUwNWY5MmRiYTJiZDYzYWVmYzdjZjM0OGFhZjUyNmE0NTU3NTM3NmFiMjU1OGVjOGQ4OWI0MmI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014977,830000,03067,DELL ORTO,"DELLO CARBURETOR PHBN 17,5","Carburador DELLORTO 17,5 PHBN",114.95,95.00,61.75,03067,19,8409910090,0,1,"<p>Indicado para la gran mayoria de scooters de 2 tiempos.</p>
<p>&nbsp;</p>
<p>Permite sustituir un carburador Dellorto 12 mm sin tener que cambiar nada a su alrededor (mismo tubo de admisión, mismo tubo de aspiración).</p>
<p>Con su orificio de engrase, su orificio de aspiración y su circuito anticongelante separados, puede utilizarse en todas las configuraciones posibles.</p>
<p>&nbsp;</p>
<p><strong>Mejora instantáneamente el rendimiento, sin tener que cambiar las válvulas ni el sistema de escape.</strong></p>
<p>&nbsp;</p>
<p>DATOS TÉCNICOS</p>
<p>&nbsp;</p>
<ul>
	<li>Lubricación separada</li>
	<li>Diámetro de montaje del motor 24 mm</li>
	<li>Diámetro de entrada de aire 38 mm</li>
	<li>Conexión de vacío</li>
	<li>Circuito anticongelante</li>
</ul>
","
Indicado para la gran mayoria de scooters de 2 tiempos.

 

Permite sustituir un carburador Dellorto 12 mm sin tener que cambiar nada a su alrededor (mismo tubo de admisión, mismo tubo de aspiración).

Con su orificio de engrase, su orificio de aspiración y su circuito anticongelante separados, puede utilizarse en todas las configuraciones posibles.

 

Mejora instantáneamente el rendimiento, sin tener que cambiar las válvulas ni el sistema de escape.

 

DATOS TÉCNICOS

 

	Lubricación separada
	Diámetro de montaje del motor 24 mm
	Diámetro de entrada de aire 38 mm
	Conexión de vacío
	Circuito anticongelante

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1486,400,158,95,99,,,https://api.mybihr.com/medias/1014977-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYwNzJ8aW1hZ2UvanBlZ3xhR1kxTDJnNVlpODRPVEkwTlRVek5UYzJORGM0THpFd01UUTVOemN0TVY4NE1EQlhlRGd3TUVnfDRkOWQ2MzliZmYyZmJlOTNkM2FhN2MyMDIxNmIzYzhjMjExNGMyNDRiYjI2ZTMzNTM1MmM2MDU3NjBmNzEwZmY,https://api.mybihr.com/medias/1014977-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc5NjZ8aW1hZ2UvanBlZ3xhREkwTDJnNU5TODRPVEkwTlRVek56Y3pNRGcyTHpFd01UUTVOemN0TWw4NE1EQlhlRGd3TUVnfGY5ZDg4YWViNjE3NjdjNTViMGE5OTMwNDUwNDU1NzgyMWExOGU3OWUyMjdkNDkzODcwYjBiNDY3MTQ4NzU2OTA,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015028,830307,1486.68,DELL ORTO,DELLO JET PHBG/SHA 68,Chiclé de alta DELLORTO PHBG/SHA 68 (5mm),3.27,2.70,1.76,1486.68,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,10,100,32,26,12,,,https://api.mybihr.com/medias/1015028-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1kyTDJnME1DODRPVEE0TXpFeE1UTTBNak00THpFd01UVXdNamd0TVY4NE1EQlhlRGd3TUVnfDcyN2M1YmIxMDk1OGQ1YTI1MTI0ZDNhZWY0MTFlMTQwODQwZWY5N2U1NDFiM2I5YzIxNzdhMWFhYzE5NGEzZTE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015031,830310,1486.75,DELL ORTO,DELLO JET PHBG/SHA 75,Chiclé de alta DELLORTO PHBG/SHA 75 (5mm),3.27,2.70,1.76,1486.75,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,14,15,12,,,https://api.mybihr.com/medias/1015031-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGc1TDJnd1lTODRPVFExTnprMU1UQTBOems0THpFd01UVXdNekV0TVY4NE1EQlhlRGd3TUVnfDIzMzZkZjIwNTYyMTMzNjc4MjVlYTMxMTcwOTlmYmQzMmZlODVkZDAxYWYyMjFiMDJmMWYzZWNiMDE4Y2ViNjA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015033,830312,1486.80,DELL ORTO,DELLO JET PHBG/SHA 80,Chiclé de alta DELLORTO PHBG/SHA 80 (5mm),3.27,2.70,1.76,1486.80,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,14,14,12,,,https://api.mybihr.com/medias/1015033-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREJsTDJnMU5DODRPVFV6TWpFNE5qSTVOall5THpFd01UVXdNek10TVY4NE1EQlhlRGd3TUVnfGE0NmZjMmQwYTA4NjhmY2JiNGY2MmQ1MGYxNWMyNDEyNDRjYzE5MDVjZTNiMGJlOWMxODcyM2FkOWM5Y2MwYjU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015035,830314,1486.85,DELL ORTO,DELLO JET PHBG/SHA 85,Chiclé de alta DELLORTO PHBG/SHA 85 (5mm),3.27,2.70,1.76,1486.85,6,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,14,15,12,,,https://api.mybihr.com/medias/1015035-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGhsTDJnME1DODRPVEE0TlRjek1ERTJNRGswTHpFd01UVXdNelV0TVY4NE1EQlhlRGd3TUVnfDJmNWM2OTYyZTE5YWIwODY0MTc4NmFjYTA5ZWQ0ZmYzMTZmN2IzZGE4MzE1MzkxODE3ZGU3YTRmNGEzNTEyY2Y,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015095,830736,9595.9,DELL ORTO,DELLO NEEDLE PHBG W9,Aguja de carburador DELLORTO PHBG W9,9.56,7.90,5.14,9595.9,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,14,42,5,,,https://api.mybihr.com/medias/1015095-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhRGMyTDJoak1DODRPRFUzT1RJNU56RXhOalEyTHpFd01UVXdPVFV0TVY4NE1EQlhlRGd3TUVnfGI0M2NjZWI4OTc5MjE2MjlkYTQ4ZjY3ZWVlMmMxM2Y1YzU2MmJjNTY4YjZhODI4OWY4OWJhNjM1NDA2ZGRmMzA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015096,830860,09538,DELL ORTO,DELLO SPAREPARTS MANUAL CHOKE,Starter manual DELLORTO PHBG 19-21MM,21.18,17.50,11.38,09538,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,67,18,78,61,14,,,https://api.mybihr.com/medias/1015096-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI3OTZ8aW1hZ2UvanBlZ3xhR0l6TDJobVlpODRPVFE1TURRME1UZ3pNRGN3THpFd01UVXdPVFl0TVY4NE1EQlhlRGd3TUVnfDQ3NDMwNzY4Y2JlOWYzZmJmMTFhOGY1NTJjNDA2ZDM5NDA4OTEyZjBlMjZmY2M4NDQ2YjQyNjc1ZDA4ZDIzMjM,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015029,830308,1486.70,DELL ORTO,DELLO JET PHBG/SHA 70,Chiclé de alta DELLORTO PHBG/SHA 70 (5mm),3.27,2.70,1.76,1486.70,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,12,17,12,,,https://api.mybihr.com/medias/1015029-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGs1TDJneU1pODRPVEkwTkRrME16WTBOekF5THpFd01UVXdNamt0TVY4NE1EQlhlRGd3TUVnfGRlOTliNGQ0ZmQ1ODA0NTFhNDZlZjY2MzAxNzgzNjk5MTQ1NzBhZjAzMmU1YWUzOGExYTZiOWZhMjhmYjk3NmU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
