PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Espesor (mm),Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1044669,,69/22LLUC3/3AS,NTN,NTN BEARING 22 X39 X 9,Rodamiento de rueda NTN 22 x39 x 9,22.87,18.90,11.34,411220,2,8483200000,0,1,WHEEL BEARING NTN 22 x39 x 9,WHEEL BEARING NTN 22 x39 x 9,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,86,36,72,63,19,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044669-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR0UzTDJoaFlTODJNalE1TVRJM01qUXhNekl4TkM4NE1EQlhlRGd3TUVoZk1UQTBORFkyT1MweExtcHdad3w1NjMyYTczNDBjMjljZmI2MWZmYzhlOTVhMDhhMGNiMzAwMjlkY2MxYmU1YmFmMmQ0MTVlNWU2NmI1OWY0NDQ0,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044670,,6001JRXLLUCM/5K,NTN,NTN BEARING 6001-2RS 12X28X8,Rodamiento de rueda NTN 6001-2RS 12X28X8,10.16,8.40,5.04,4547359003581,19,8483200000,0,1,WHEEL BEARING NTN 6001-2RS 12X28X8,WHEEL BEARING NTN 6001-2RS 12X28X8,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,16,28,33,35,14,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044670-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhREk1TDJoaE15ODJNalE1TVRJM01qWTNOVE0xT0M4NE1EQlhlRGd3TUVoZk1UQTBORFkzTUMweExtcHdad3wyNmIyNjljMThiMmQ5MzBmYjRiNjVjZjc0MGJmMmZkODE5M2U3YTQ3MTJhNTJmZTIzMDc1NDhlN2M5NGIzYWQx,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044674,,6907LLU/5K,NTN,NTN BEARING 6907-2RS NTN 35X55X10,Rodamiento radial de rueda 6907-2RS NTN 35X55X10,26.31,21.74,13.04,411877,1,8483200000,0,1,WHEEL RADIAL BALL BEARING 6907-2RS NTN 35X55X10,WHEEL RADIAL BALL BEARING 6907-2RS NTN 35X55X10,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,42,72,56,63,12,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044674-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhREF5TDJneVppODJNalE1TVRJM016azROakEzT0M4NE1EQlhlRGd3TUVoZk1UQTBORFkzTkMweExtcHdad3xhYjY2MTBjMTYzYjY1NmI0MDU1OGZiNmM1OTQyZDAzYmVlOTU5OGNlMDM1MDkxZmE0NjAxZTYyOWZlNWEyY2Ri,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042504,18592,60/32LLU/5K,NTN,NTN BEARING 60/32-2RS 32X58X13,Rodamiento de rueda NTN 32x58x13 60/32-2RS,23.49,19.41,11.65,411208,2,8483200000,0,1,WHEEL BEARING 60/32-2RS 32X58X13,WHEEL BEARING 60/32-2RS 32X58X13,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,93,140,64,66,22,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042504-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhREJpTDJoaE5pODJNalE1TVRJMk5EUTRNek0xT0M4NE1EQlhlRGd3TUVoZk1UQTBNalV3TkMweExtcHdad3w4NmVjOGRiYTg2NWI4OTcxMGY1YTEyMGViNTZkZGFiYjFhNjc2YTNhZTMyNjkxNDlhNzUxY2VjMDliNGMwZTFj,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042508,18596,6008LLU,NTN,NTN BEARING 6008-2RS 40X68X15,Rodamiento de rueda NTN 40x68x15 6008-2RS,19.06,15.75,9.45,4547359003864,8,8483200000,0,1,WHEEL BEARING 6008-2RS 40X68X15,WHEEL BEARING 6008-2RS 40X68X15,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,158,200,78,81,25,,,,,,,por unidad,,https://api.mybihr.com/medias/1042508-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM5Nzh8aW1hZ2UvanBlZ3xhR0kwTDJobE1pODRPVGN3TWpReU5qVTBNak00THpFd05ESTFNRGd0TVY4NE1EQlhlRGd3TUVnfDkwMmY5Y2NlYWI5YTA4Y2RkM2JhYTZjOGQzMWY2OTBiNjlhMWU1ZjA4YzY5ODZiNTExY2YwNjYzM2VkNmNmYWY,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042511,18579,6304LLU/5K,NTN,NTN BEARING 6304-2RS 20X52X15,Rodamiento de rueda NTN 20x52x15 6304-2RS,12.45,10.29,6.17,4547359005387,16,8483200000,0,1,WHEEL BEARING 6304-2RS 20X52X15,WHEEL BEARING 6304-2RS 20X52X15,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,150,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042511-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGMwTDJnell5ODJNalE1TVRJMk5UUTJOak01T0M4NE1EQlhlRGd3TUVoZk1UQTBNalV4TVMweExtcHdad3wwZTFlNzg3MzVkMjNjNzc1OTM4OGQwMWNjMTY4YjdiYjdkOThmMzc5ZjU0Njc2YWQzOGUyZjY4ZTQ3NjlmMGYw,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044672,,63005EE,NTN,NTN BEARING 63005-2RS 25X47X16,Rodamiento de rueda NTN 63005-2RS 25X47X16,21.60,17.85,10.71,411225,1,8483200000,0,1,WHEEL BEARING NTN 63005-2RS 25X47X16,WHEEL BEARING NTN 63005-2RS 25X47X16,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,66,113,58,60,19,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044672-1.jpg?context=bWFzdGVyfHJvb3R8NDE1MzZ8aW1hZ2UvanBlZ3xhRFJtTDJnME1DODJNalE1TVRJM016UTJNVGM1TUM4NE1EQlhlRGd3TUVoZk1UQTBORFkzTWkweExtcHdad3w2Njk0ZjhhNjhjZmQxZTYyZmEyODcwNDc2MDU3YTJjNjFhM2Y5NjVjOGRmNThhMWQ1Y2M1ZTc5MGFhNDU3MTZi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042503,18588,60/28LLU/5K,NTN,NTN BEARING 60/28-2RS 28X52X12,Rodamiento de rueda NTN 28x52x12 60/28-2RS,17.79,14.70,8.82,4547359541694,20,8483200000,0,1,WHEEL BEARING 60/28-2RS 28X52X12,WHEEL BEARING 60/28-2RS 28X52X12,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,97,59,58,19,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042503-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR1JqTDJoaFl5ODJNalE1TVRJMk5ESTROamMxTUM4NE1EQlhlRGd3TUVoZk1UQTBNalV3TXkweExtcHdad3wxZGM2MTk4NWRhNTY4N2QzNWU2NmI3NzY4MmM5NDVlZTExMzg3ZWFjZjA1ZTc3YjVkNTk5OTQ1YWQ2OWNlOTlh,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042505,18584,6005LLU/5K,NTN,NTN BEARING 6005-2RS 25X47X12,Rodamiento de rueda NTN 25x47x12 6005-2RS,12.45,10.29,6.17,4547359003741,179,8483200000,0,1,WHEEL BEARING 6005-2RS 25X47X12,WHEEL BEARING 6005-2RS 25X47X12,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,60,85,54,56,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042505-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhRFJsTDJnNVppODJNalE1TVRJMk5EWTNPVGsyTmk4NE1EQlhlRGd3TUVoZk1UQTBNalV3TlMweExtcHdad3xjYzA3N2M4MDVlZTYwNGUwZDBlNzZlNTgxYzQzMTFiOWRkNjFmMGNhNDI3NDQ0YzkzMDJmZGI5ODc5NmE1YTk1,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042506,18590,6006LLUCM/5K,NTN,NTN BEARING 6006-2RS 30X55X13,Rodamiento de rueda NTN 30x55x13 6006-2RS,12.45,10.29,6.17,4547359003789,16,8483200000,0,1,WHEEL BEARING 6006-2RS 30X55X13,WHEEL BEARING 6006-2RS 30X55X13,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,125,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042506-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGRsTDJnNU9DODJNalE1TVRJMk5EZzNOalUzTkM4NE1EQlhlRGd3TUVoZk1UQTBNalV3TmkweExtcHdad3wzYzI5NDI5ZmEzNTBkMjE2YjFjOTY4MzIxNDVkMTk0ZjZiMzgyODM4YmI0ZjUwYWI4OTQ1YjQ2MzdiZTA0MTJi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042512,18587,6305LLU/5K,NTN,NTN BEARING 6305-2RS 25X62X17,Rodamiento de rueda NTN 25x62x17 6305-2RS,20.33,16.80,10.08,4547359005424,8,8483200000,0,1,WHEEL BEARING 6305-2RS 25X62X17,WHEEL BEARING 6305-2RS 25X62X17,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,160,240,75,79,27,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042512-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR0UwTDJnek5TODJNalE1TVRJMk5UWTJNekF3Tmk4NE1EQlhlRGd3TUVoZk1UQTBNalV4TWkweExtcHdad3xiNjdmOTM5MGE4OWM1MWJjZGRlOWRkOTQ2MmIyNjkyZDQ5NTNjMzQzNGY2YTI2NTE5MWQwZTc1YThkZTEzNmI4,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042521,18577,6004LLU/5K,NTN,NTN BEARING 6004-2RS 20X42X12MM,Rodamiento de rueda NTN 20x42x12 6004-2RS,11.94,9.87,5.92,411154,126,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,51,75,50,51,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042521-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhR05pTDJnNU5pODJNalE1TVRJMk56UXpNalEzT0M4NE1EQlhlRGd3TUVoZk1UQTBNalV5TVMweExtcHdad3wxMjczMWIyMGM0NDA4MTBlNzhjMWU4MzIyZGQ4YjUyZjFlMmNiNjE0OGNhZDM1NzZkZTcwNWQ2NmY4YjQ5NDdk,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042527,18578,6204LLU/5K,NTN,NTN BEARING 6204-2RS 20X47X14MM,Rodamiento de rueda NTN 20x47x14 6204-2RS,11.94,9.87,5.92,4547359004540,120,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,110,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042527-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhR05qTDJobU9DODJNalE1TVRJMk9EWXhNakV5Tmk4NE1EQlhlRGd3TUVoZk1UQTBNalV5TnkweExtcHdad3xhNWQ1YzExOGViZDY3ZGY0NDk0MWRkNmI4MjY5ZDJmODgxZjUzNmIxZDQ3NWVmZjUwYmYzMmRhNzgxMjc4Y2Ew,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042529,18567,6300LLU/5K,NTN,NTN BEARING 6300-RS 10X35X11MM,Rodamiento de rueda NTN 10x35x11 6300-2RS,11.94,9.87,5.92,411209,35,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,67,58,54,56,22,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042529-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGt6TDJoaE15ODJNalE1TVRJMk9UQXdOVE0wTWk4NE1EQlhlRGd3TUVoZk1UQTBNalV5T1MweExtcHdad3w0ZWIyZTk3MDZiYTA3ZDFjOThkZGY2NzJiY2RhMDQ5OTBhODVlNzk5MjMxYjYxN2Y1MmJiYTU1NTY5NmFmODMx,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042532,18575,6303LLU/5K,NTN,NTN BEARING 6303-2RS 17X47X14MM,Rodamiento de rueda NTN 17x47x14 6303-2RS,12.45,10.29,6.17,4054372546778,31,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,120,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042532-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGcxTDJnNU1TODJNalE1TVRJMk9UVTVOVEUyTmk4NE1EQlhlRGd3TUVoZk1UQTBNalV6TWkweExtcHdad3wxYTk3OGI4YmVlNDYzOGNiYjYwYjljM2I1NzM2NjI0ZWExYmZhZGIyYzRlYWU4Njk4MDE4Y2U5YTE1ZmI3MzUw,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042534,35543,6000-2RS,NTN,NTN BEARING WHEEL KIT,Rodamiento de rueda NTN 6000-2RS Ø10xØ26xH9mm,6.11,5.05,3.03,4547359003543,23,8483200000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,23,20,36,37,17,,,,,,,,,https://api.mybihr.com/medias/1042534-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY3NDV8aW1hZ2UvanBlZ3xhR1ZsTDJnMVpTOHhOVFF4TlRNeE5qUXhORFE1TkM4eE1EUXlOVE0wTFRGZk9EQXdWM2c0TURCSXwwMGU0OGJkNWRlNWI4NTRjZDViNzk5ZjdkOGRmYzJhNWIyZTg1MWMyMDFmYTY1N2M5NjViYmY4NzE0M2EyZWMy,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1051893,89309008,TOOL IFT SET 33,NTN,NTN SPARE PARTS FOR BEARING 10/110MM,Kit herramienta montaje de rodamientos en frio NTN,552.67,456.75,365.40,89309008,1,4016999190,0,1,"El kit de herramientas NTN-SNR permite un montaje rápido, preciso y seguro de los rodamientos. Aplicaciones: El uso de un vaso adecuado, combinado con el tubo de cierre, permite montar el rodamiento con el ajuste deseado. El soporte par","El kit de herramientas NTN-SNR permite un montaje rápido, preciso y seguro de los rodamientos. Aplicaciones: El uso de un vaso adecuado, combinado con el tubo de cierre, permite montar el rodamiento con el ajuste deseado. El soporte par",TOOLING & WS,TOOLING,TOOLING ENGINE,24985,4211,455,429,128,,,,,,,,,https://api.mybihr.com/medias/1051893-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkzNzA0fGltYWdlL2pwZWd8YUdFMUwyaGhOeTg0T1RNNU5UWTVNakUzTlRZMkx6RXdOVEU0T1RNdE1WODRNREJYZURnd01FZ3wzNmQzYjRmMjQ0NjZkODExNzcxMDkyMGIxMDlkYjVhMmMwM2IzMTg5YWExZWM3OGUxNDM1OTU2MDIxN2MzMGMy,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,https://api.mybihr.com/medias/DT-equivalence-douille-tube.pdf?context=bWFzdGVyfGRvY3VtZW50c3w1NDQxOTE0fGFwcGxpY2F0aW9uL3BkZnxhREUyTDJoaU5TODVNRFF6Tnprek5qYzBNamN3TDBSVVgyVnhkV2wyWVd4bGJtTmxYMlJ2ZFdsc2JHVmZkSFZpWlF8MjYwN2EzMzI1Njc0MmEyYjlkNWM2MDk3ZjlhNWFjM2EwYTQ1Zjc3NjhiOWYyMWIwYTc4OWY1Zjc0YWQyZjA4OA,Spain Warehouse (Parts)
1051892,89309009,TOOL BP SET 5-44,NTN,NTN SPARE PARTS FOR BEARING 5/44MM,Kit extractor de rodamientos NTN,710.49,587.18,469.74,89309009,2,7315111000,0,1,"Kits de extractores internos perforados, para un desmontaje rápido y fácil de rodamientos instalados sólidamente. Aplicación:Selección ideal de extractores de alta resistencia con refuerzos para la extracción a través del orificio:Rodam","Kits de extractores internos perforados, para un desmontaje rápido y fácil de rodamientos instalados sólidamente. Aplicación:Selección ideal de extractores de alta resistencia con refuerzos para la extracción a través del orificio:Rodam",TOOLING & WS,TOOLING,TOOLING ENGINE,22877,5808,462,378,131,,,,,,,,,https://api.mybihr.com/medias/1051892-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MDk5fGltYWdlL2pwZWd8YURKaUwyZzVZaTg0T1RBeU1qZzJNVGd3TXpneUx6RXdOVEU0T1RJdE1WODRNREJYZURnd01FZ3xkNTNlOGMxYzJjYThjNGZkOThkZDIzM2RjYzA3OWQ5NzczMmNmMTQ1YmQ5MGZkY2JiMWVlODkzYTlkYTYxZTA0,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,https://api.mybihr.com/medias/bpsets-5-44-1903.pdf?context=bWFzdGVyfGRvY3VtZW50c3w4NzM5MzR8YXBwbGljYXRpb24vcGRmfGFERTNMMmhoTmk4NU1EUXpOelV4TnprMk56WTJMMkp3YzJWMGMxODFMVFEwTFRFNU1ETXxjZGY3NDY2ZWYzNjVmZTRmNTNkNWFjMjdlMDBiMTg0MGEyNDkwMjVhZjY4N2JhZGNkNmY5OGEwMjVkOGM0Zjc1,Spain Warehouse (Parts)
1148240,,TOOL SP BP 35-44,NTN,NTN SPARE PARTS FOR TOOL KIT BP 35-44,NTN BP 35-44 Bore Puller,228.69,189.00,151.20,,0,7315111000,0,1,"<p>NTN BP Set 5-44 (1051892) Spare Part</p>
<ul>
<li>For bearing bore min. 35 max. 44</li>
</ul>","
NTN BP Set 5-44 (1051892) Spare Part

For bearing bore min. 35 max. 44
",TOOLING & WS,TOOLING,TOOLING ENGINE,1,1,10,10,10,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148240-1.jpg?context=bWFzdGVyfHJvb3R8MjM0ODh8aW1hZ2UvanBlZ3xhRFUxTDJnMVpTOHhNREl6TWpNeU1qWTFOREl4TVRBdk9EQXdWM2c0TURCSVh6RXhORGd5TkRBdE1TNXFjR2N8ZjM2YTYyZDFiZTczYTk0NzliOWExNDNmYmQwMTdiMWQ5ZWE2YzVjNjkzZjJkM2NmOTdmMmJhNTNjMmE2NTA3Yg,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1148239,,TOOL SP BP 28-34,NTN,NTN SPARE PARTS FOR TOOL KIT BP 28-34,NTN BP 28-34 Bore Puller,156.09,129.00,103.20,,0,7315111000,0,1,"<p>NTN BP Set 5-44 (1051892) Spare Part</p>
<ul>
<li>For bearing bore min. 28 max. 34</li>
</ul>","
NTN BP Set 5-44 (1051892) Spare Part

For bearing bore min. 28 max. 34
",TOOLING & WS,TOOLING,TOOLING ENGINE,1,1,10,10,10,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148239-1.jpg?context=bWFzdGVyfHJvb3R8MjI0Mjh8aW1hZ2UvanBlZ3xhR0kwTDJnMU1DOHhNREl6TWpNeU1qWXhORGc0T1RRdk9EQXdWM2c0TURCSVh6RXhORGd5TXprdE1TNXFjR2N8MjllZTk5YzI1YzE2N2M5ZDBjMjg1YWE4MzcwZjYyYmFlNWVhMDU5YzBlMDEyNzNkMmNlZGVhNTY5MmIwZjhmZg,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1148243,,"TOOL SP BP SET 5-44 ",NTN,NTN SPARE PARTS BP SET 5-44 / K3,NTN K3 Spare Parts Kit for Bore Puller Set 5-44,157.30,130.00,104.00,,0,7315111000,0,1,"<p>Spare parts kit for the NTN BP Set 5-44 (1051892)</p>
<p><strong>Contents:</strong></p>
<ul>
<li>No.14: Sliding hammer</li>
<li>No.15: 1/2'' M10 adapter</li>
</ul>","
Spare parts kit for the NTN BP Set 5-44 (1051892)

Contents:

No.14: Sliding hammer
No.15: 1/2'' M10 adapter
",TOOLING & WS,TOOLING,TOOLING ENGINE,1,1,10,10,10,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148243-1.jpg?context=bWFzdGVyfHJvb3R8MTI5NzZ8aW1hZ2UvanBlZ3xhR0pqTDJoalpTOHhNREl6TWpNeU1qYzNNakUzTlRndk9EQXdWM2c0TURCSVh6RXhORGd5TkRNdE1TNXFjR2N8NDFjZmIyN2IxZjdkNWQ0NzZmNWM4OGM0YjBiOGE3YzYxOGY3YTJhMWViZWRkODcyMjczYThlY2UxZmZkYzJkMA,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1148237,,TOOL SP BP 5-7,NTN,NTN SPARE PARTS FOR TOOL KIT BP 5-7,NTN BP 5-7 Bore Puller,83.49,69.00,55.20,,0,7315111000,0,1,"<p>NTN BP Set 5-44 (1051892) Spare Part</p>
<ul>
<li>For bearing bore min. 5 max. 7</li>
</ul>","
NTN BP Set 5-44 (1051892) Spare Part

For bearing bore min. 5 max. 7
",TOOLING & WS,TOOLING,TOOLING ENGINE,1,1,10,10,10,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148237-1.jpg?context=bWFzdGVyfHJvb3R8MTYzNzF8aW1hZ2UvanBlZ3xhREV4TDJneE1pOHhNREl6TWpNeU1qVXpOakkwTmpJdk9EQXdWM2c0TURCSVh6RXhORGd5TXpjdE1TNXFjR2N8NzZlNWIxZTAxODA3YWM3OThhNGIwNjllOGZlZmZhY2JkNzNjZWI3ZTgwZGUyNDI4MjVmNjgwMjVmZDcwOTQ1Mw,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1148241,,"TOOL SP BP SET 5-44 ",NTN,NTN SPARE PARTS BP SET 5-44 / K1,NTN K1 Spare Parts Kit for Bore Puller Set 5-44,39.93,33.00,26.40,,0,7315111000,0,1,"
<p>Spare parts kit for the NTN BP Set 5-44 (1051892)</p>
<p><strong>Contents:</strong></p>
<ul>
<li>No.8: Nut</li>
<li>No.12: Screw</li>
<li>No.12a: Lever</li>
<li>No.13: Washer</li>
</ul>
","

Spare parts kit for the NTN BP Set 5-44 (1051892)

Contents:

No.8: Nut
No.12: Screw
No.12a: Lever
No.13: Washer

",TOOLING & WS,TOOLING,TOOLING ENGINE,1,1,10,10,10,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148241-1.jpg?context=bWFzdGVyfHJvb3R8MjYwNjV8aW1hZ2UvanBlZ3xhR1V6TDJnMllpOHhNREl6TWpNeU1qWTVNelV6TWpZdk9EQXdWM2c0TURCSVh6RXhORGd5TkRFdE1TNXFjR2N8N2I2ZjRlMDhmNjE4YWJkNWJhZjdjNWFhMzUxNzk1NGU2M2Y1NTExOTQ4ZDAyNjAwZjQ4ZmViOTgzZGUwYjkzYg,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1148238,,TOOL SP BP 8-11,NTN,NTN SPARE PARTS FOR TOOL KIT BP 8-11,NTN BP 8-11 Bore Puller,85.91,71.00,56.80,,0,7315111000,0,1,"<p>NTN BP Set 5-44 (1051892) Spare Part</p>
<ul>
<li>For bearing bore min. 8 max. 11</li>
</ul>","
NTN BP Set 5-44 (1051892) Spare Part

For bearing bore min. 8 max. 11
",TOOLING & WS,TOOLING,TOOLING ENGINE,1,1,10,10,10,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148238-1.jpg?context=bWFzdGVyfHJvb3R8MTU3NTN8aW1hZ2UvanBlZ3xhRGcwTDJnd05DOHhNREl6TWpNeU1qVTNOVFUyTnpndk9EQXdWM2c0TURCSVh6RXhORGd5TXpndE1TNXFjR2N8ZThiOTE1ZWE4MTFjNTk3ZWM1NDg3ZjIxMjc0NzNiYzE2MTg0MWRhMTAzNDJmYzYyNGM3ZWQxZTgzZmIwM2Y3Mw,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
